Bucket 0 [0.]	0:110	0:113	0:121	0:130	0:138
Bucket 1 [0->0.00195312]	0:29	0:30	0:31	0:32	0:34
Bucket 2 [0.00195312->0.00390625]	0:17	0:18	0:19	0:21	0:22
Bucket 3 [0.00390625->0.00585938]	0:10	0:11	0:16	0:20	0:2489
Bucket 4 [0.00585938->0.0078125]	0:12	0:13	0:14	0:15	0:1312
Bucket 5 [0.0078125->0.00976562]	0:5	0:6	0:7	0:8	0:9
Bucket 6 [0.00976562->0.0117188]	0:3	0:4	0:1821	0:2044	0:2727
Bucket 7 [0.0117188->0.0136719]	0:1	0:2	0:2095	0:7535	1:32528
Bucket 8 [0.0136719->0.015625]	1:31896	2:61697	2:67137	7:8590	7:8592
Bucket 9 [0.015625->0.0175781]	0:3075	0:3464	0:3466	4:20925	4:20927
Bucket 10 [0.0175781->0.0195312]	0:5791	1:32876	1:33265	1:33267	2:63066
Bucket 11 [0.0195312->0.0214844]	1:35592	2:62677	2:65393	7:6637	223:44664
Bucket 12 [0.0214844->0.0234375]	0:1511	230:50556	233:38612	247:50491	267:38662
Bucket 13 [0.0234375->0.0253906]	4:18972	165:40231	199:39107	199:39111	199:39114
Bucket 14 [0.0253906->0.0273438]	1:31312	2:61113	216:38802	229:20691	232:8702
Bucket 15 [0.0273438->0.0292969]	183:69505	202:27115	216:38775	217:68632	253:26594
Bucket 16 [0.0292969->0.03125]	16:69900	18:27777	183:69478	183:69495	208:3065
Bucket 17 [0.03125->0.0332031]	183:69488	183:69513	225:2869	237:56481	242:2680
Bucket 18 [0.0332031->0.0351562]	183:69522	183:69549	183:69555	250:38576	250:38580
Bucket 19 [0.0351562->0.0371094]	1:29804	2:59605	266:8792	290:15113	290:15126
Bucket 20 [0.0371094->0.0390625]	212:20977	216:38810	216:38819	233:38595	250:38588
Bucket 21 [0.0390625->0.0410156]	14:10287	216:38846	216:38852	225:2799	233:38578
Bucket 22 [0.0410156->0.0429688]	217:68655	217:68673	233:38585	349:53057	750:6683
Bucket 23 [0.0429688->0.0449219]	183:69466	217:68658	539:60052	843:68721	845:27441
Bucket 24 [0.0449219->0.046875]	217:68660	346:64851	361:5937	585:19430	585:19449
Bucket 25 [0.046875->0.0488281]	485:64685	495:59930	495:59949	498:48374	500:6875
Bucket 26 [0.0488281->0.0507812]	440:35996	464:44411	464:44430	514:20640	527:4526
Bucket 27 [0.0507812->0.0527344]	220:56649	220:56671	225:2815	498:48393	500:6894
Bucket 28 [0.0527344->0.0546875]	220:56661	268:68509	440:36015	485:64704	556:62454
Bucket 29 [0.0546875->0.0566406]	16:69899	225:2806	332:52268	338:28643	339:58543
Bucket 30 [0.0566406->0.0585938]	225:2821	304:27384	843:68967	845:27770	943:41727
Bucket 31 [0.0585938->0.0605469]	845:27459	880:67662	943:41416	1013:25376	1014:55476
Bucket 32 [0.0605469->0.0625]	250:38529	305:57274	826:63964	845:27156	845:27190
Bucket 33 [0.0625->0.0644531]	8:34937	9:64740	103:19831	107:37486	256:14640
Bucket 34 [0.0644531->0.0664062]	332:52278	338:28653	339:58553	825:33920	826:63983
Bucket 35 [0.0664062->0.0683594]	101:61841	349:53059	824:3876	824:3895	825:33674
Bucket 36 [0.0683594->0.0703125]	256:14642	826:63717	839:49020	880:67752	946:30200
Bucket 37 [0.0703125->0.0722656]	8:34936	880:67704	880:67708	880:67717	880:67718
Bucket 38 [0.0722656->0.0742188]	247:50473	256:14655	824:3401	880:67699	880:67700
Bucket 39 [0.0742188->0.0761719]	515:50526	824:3629	825:33445	880:67583	892:23994
Bucket 40 [0.0761719->0.078125]	111:55150	260:32584	825:33673	892:25035	892:25825
Bucket 41 [0.078125->0.0800781]	260:32597	304:27378	826:63489	892:24638	1057:36930
Bucket 42 [0.0800781->0.0820312]	161:22458	1164:31980	1174:29048	1174:29146	1174:30163
Bucket 43 [0.0820312->0.0839844]	305:57268	307:15525	1174:28717	1524:15563	1524:15635
Bucket 44 [0.0839844->0.0859375]	1164:30280	1164:31761	1164:31783	1174:31110	1384:13124
Bucket 45 [0.0859375->0.0878906]	304:27377	787:4513	1048:68672	1164:30352	1384:13022
Bucket 46 [0.0878906->0.0898438]	498:48372	505:55224	527:4505	556:62433	559:50974
Bucket 47 [0.0898438->0.0917969]	1:29803	440:35994	500:6873	946:30225	1001:68149
Bucket 48 [0.0917969->0.09375]	257:44524	263:20668	495:59928	946:30192	946:30232
Bucket 49 [0.09375->0.0957031]	485:64683	502:66769	1164:30677	1164:31467	1164:31915
Bucket 50 [0.0957031->0.0976562]	244:62431	261:62470	464:44409	495:59887	514:20619
Bucket 51 [0.0976562->0.0996094]	495:59870	502:66782	502:66783	619:25599	843:68986
Bucket 52 [0.0996094->0.101562]	251:68402	485:64696	485:64697	500:6886	500:6887
Bucket 53 [0.101562->0.103516]	440:36007	440:36008	485:64620	495:59867	495:59872
Bucket 54 [0.103516->0.105469]	264:50540	495:59868	495:59911	843:68536	843:68638
Bucket 55 [0.105469->0.107422]	440:35931	495:59908	495:59910	846:57518	1058:66757
Bucket 56 [0.107422->0.109375]	1048:68707	1114:37485	1519:65612	1728:56373	1728:56562
Bucket 57 [0.109375->0.111328]	464:44368	556:62446	556:62447	559:50987	559:50988
Bucket 58 [0.111328->0.113281]	249:8669	251:68408	514:20578	788:34468	859:43186
Bucket 59 [0.113281->0.115234]	464:44351	1070:24481	1384:15654	1519:65411	1519:65424
Bucket 60 [0.115234->0.117188]	440:35909	440:35944	477:27911	502:66719	1164:30021
Bucket 61 [0.117188->0.119141]	247:50483	464:44339	464:44348	464:44353	515:50536
Bucket 62 [0.119141->0.121094]	464:44349	464:44389	464:44391	464:44392	824:3729
Bucket 63 [0.121094->0.123047]	485:64633	498:48322	500:6823	505:55174	824:3445
Bucket 64 [0.123047->0.125]	1057:36974	1078:63446	1083:11741	1384:13271	1384:13277
Bucket 65 [0.125->0.126953]	514:20599	514:20601	514:20602	1384:13149	1384:13193
Bucket 66 [0.126953->0.128906]	907:70384	1110:17375	1170:9372	1384:13219	1384:13260
Bucket 67 [0.128906->0.130859]	447:42607	449:1042	532:52885	808:28163	812:47146
Bucket 68 [0.130859->0.132812]	447:42648	449:1083	1070:24342	1070:27113	1559:67717
Bucket 69 [0.132812->0.134766]	447:42656	449:1091	761:33260	966:25567	1070:24982
Bucket 70 [0.134766->0.136719]	439:6067	797:1268	843:68397	873:59439	873:59454
Bucket 71 [0.136719->0.138672]	439:6026	542:48519	825:33350	846:58046	873:59475
Bucket 72 [0.138672->0.140625]	106:7652	144:23265	439:6075	447:42777	449:1212
Bucket 73 [0.140625->0.142578]	752:66686	824:3850	824:6077	825:33990	825:34042
Bucket 74 [0.142578->0.144531]	824:3998	825:33933	825:36121	1057:37295	1078:63890
