Bucket 0 [0.]	0:110	0:113	0:121	0:130	0:138
Bucket 129 [0.5->0.503906]	539:60001	758:44400	805:39195	818:25075	849:46042
Bucket 130 [0.503906->0.507812]	849:46047	849:46051	873:59382	878:7572	880:67630
Bucket 131 [0.507812->0.511719]	861:2109	866:51263	1056:6503	1733:6798	1733:6853
Bucket 132 [0.511719->0.515625]	378:6985	607:71073	861:2113	870:70417	893:53914
Bucket 133 [0.515625->0.519531]	546:66860	554:2486	848:15999	869:40279	878:7421
Bucket 134 [0.519531->0.523438]	203:56942	334:10549	407:62839	552:43915	606:41085
Bucket 135 [0.523438->0.527344]	607:71059	755:55542	764:22129	873:59385	889:34739
Bucket 136 [0.527344->0.53125]	760:3238	869:40298	872:29320	895:12888	1255:50108
Bucket 137 [0.53125->0.535156]	205:15064	205:15067	407:62862	440:35974	440:35976
Bucket 138 [0.535156->0.539062]	532:52927	861:2101	878:7418	902:21183	902:21242
Bucket 139 [0.539062->0.542969]	396:38146	405:2999	407:62851	596:45175	613:48322
Bucket 140 [0.542969->0.546875]	396:38098	477:27925	748:47814	866:51244	882:26537
Bucket 141 [0.546875->0.550781]	378:6983	396:38123	440:35924	443:24274	607:71062
Bucket 142 [0.550781->0.554688]	288:56913	396:38135	405:2974	440:35934	758:44397
Bucket 143 [0.554688->0.558594]	399:26381	405:3011	412:9526	862:32154	885:15598
Bucket 144 [0.558594->0.5625]	376:48646	416:27762	443:24263	460:26006	848:15980
Bucket 145 [0.5625->0.566406]	747:17790	760:3235	848:15981	848:16004	873:59384
Bucket 146 [0.566406->0.570312]	397:68036	500:6855	500:6856	889:34778	889:34779
Bucket 147 [0.570312->0.574219]	500:6853	869:40291	869:40293	889:34878	916:37788
Bucket 148 [0.574219->0.578125]	440:35933	440:35938	498:48354	498:48355	505:55206
Bucket 149 [0.578125->0.582031]	380:66809	396:38096	485:64665	485:64666	498:48352
Bucket 150 [0.582031->0.585938]	410:51145	485:64663	744:28952	861:2100	861:2121
Bucket 151 [0.585938->0.589844]	606:41012	862:32157	862:32178	882:26538	883:56600
Bucket 152 [0.589844->0.59375]	288:56917	329:64116	606:40994	606:41004	606:41006
Bucket 153 [0.59375->0.597656]	599:33780	606:40995	606:40996	606:40998	606:40999
Bucket 154 [0.597656->0.601562]	288:56915	397:68021	579:42282	606:41079	885:15610
Bucket 155 [0.601562->0.605469]	536:71343	872:29332	873:59390	1770:23072	1968:8003
Bucket 156 [0.605469->0.609375]	405:3022	613:48327	843:68857	872:29328	987:50987
Bucket 157 [0.609375->0.613281]	799:61317	843:68980	843:69037	848:15991	1006:16603
Bucket 158 [0.613281->0.617188]	412:9511	607:71061	862:32156	882:26543	885:15600
Bucket 159 [0.617188->0.621094]	329:64107	490:11556	825:33885	866:51261	1097:29603
Bucket 160 [0.621094->0.625]	468:62664	861:2097	861:2108	866:51238	876:48429
Bucket 161 [0.625->0.628906]	325:46014	880:67617	885:15604	987:50989	1827:44271
Bucket 162 [0.628906->0.632812]	861:2123	1841:67285	1989:43948	1996:56008	1996:56009
Bucket 163 [0.632812->0.636719]	862:32163	882:26536	882:26539	1743:8416	1743:8419
Bucket 164 [0.636719->0.640625]	298:51124	298:51138	308:45418	825:33696	873:59394
Bucket 165 [0.640625->0.644531]	308:45420	825:33616	869:40296	876:48440	902:21222
Bucket 166 [0.644531->0.648438]	397:68018	532:53038	876:48427	878:7423	930:54406
Bucket 167 [0.648438->0.652344]	542:48406	861:2112	872:29326	876:48432	902:21227
Bucket 168 [0.652344->0.65625]	747:17797	841:7994	843:68717	916:37796	930:54411
Bucket 169 [0.65625->0.660156]	318:39770	599:33887	811:17135	841:7919	845:27112
Bucket 170 [0.660156->0.664062]	760:3236	843:68854	843:69089	916:37771	952:8557
Bucket 171 [0.664062->0.667969]	805:39157	805:39178	811:17060	862:32172	882:26547
Bucket 172 [0.667969->0.671875]	485:64622	485:64627	797:1416	999:8157	1547:6635
Bucket 173 [0.671875->0.675781]	1133:3720	1133:3721	1727:25987	1727:25990	1877:54953
Bucket 174 [0.675781->0.679688]	485:64623	797:1368	1827:44148	1841:67073	1841:67162
Bucket 175 [0.679688->0.683594]	484:34686	484:34688	484:34689	805:39254	1827:44008
Bucket 176 [0.683594->0.6875]	484:34704	607:71070	842:38043	878:7427	1487:3454
Bucket 177 [0.6875->0.691406]	450:30931	805:39179	1108:58086	1115:67063	1448:32817
Bucket 178 [0.691406->0.695312]	748:47817	848:15986	876:48436	1487:3478	1743:8514
Bucket 179 [0.695312->0.699219]	836:60918	838:19857	1272:58753	1743:8433	1743:8437
Bucket 180 [0.699219->0.703125]	744:28955	801:20181	1107:27958	1479:63638	1487:3468
Bucket 181 [0.703125->0.707031]	508:43655	511:32120	512:62071	613:48323	765:52159
Bucket 182 [0.707031->0.710938]	450:30935	964:66370	986:20904	989:10131	1097:29557
Bucket 183 [0.710938->0.714844]	464:44359	862:32166	964:66322	986:20856	989:10083
Bucket 184 [0.714844->0.71875]	747:17801	836:60772	838:19711	1098:59676	1272:58763
Bucket 185 [0.71875->0.722656]	886:45666	959:17032	960:47116	1272:58671	1272:58674
Bucket 186 [0.722656->0.726562]	1060:25981	1101:49081	1272:58689	1272:58692	1272:58693
Bucket 187 [0.726562->0.730469]	498:48312	848:15995	1009:5812	1053:17194	1054:47306
Bucket 188 [0.730469->0.734375]	500:6817	748:47820	797:1332	843:68768	1061:56095
Bucket 189 [0.734375->0.738281]	797:1347	797:1349	1097:29606	1201:35232	1204:24802
Bucket 190 [0.738281->0.742188]	599:33893	824:3092	959:17038	960:47122	1054:47312
Bucket 191 [0.742188->0.746094]	959:17033	960:47117	1009:5813	1009:5818	1053:17200
Bucket 192 [0.746094->0.75]	843:68707	1053:17195	1060:25982	1061:56096	1061:56101
Bucket 193 [0.75->0.753906]	1190:6371	1268:38814	1269:68990	1271:28491	1371:23281
Bucket 194 [0.753906->0.757812]	843:68733	1372:53488	1374:13123	1375:43331	1378:33179
Bucket 195 [0.757812->0.761719]	484:34711	848:15997	1268:38899	1269:69075	1271:28576
Bucket 196 [0.761719->0.765625]	1114:36920	1190:6331	1218:43454	1222:63213	1232:62202
Bucket 197 [0.765625->0.769531]	602:22496	845:27704	1190:6249	1190:6252	1190:6253
Bucket 198 [0.769531->0.773438]	599:33879	848:16008	1190:6190	1190:6194	1190:6195
Bucket 199 [0.773438->0.777344]	755:55544	845:27666	1190:6197	1277:8004	1282:58056
Bucket 200 [0.777344->0.78125]	508:43648	511:32113	512:62064	613:48316	1181:37560
Bucket 201 [0.78125->0.785156]	1097:29561	1098:59731	1098:59735	1190:6251	1192:66696
Bucket 202 [0.785156->0.789062]	943:41661	1054:47361	1190:6393	1192:66621	1192:66622
Bucket 203 [0.789062->0.792969]	599:33890	1009:5867	1054:47365	1095:70331	1121:45935
Bucket 204 [0.792969->0.796875]	825:33121	959:17087	960:47171	1009:5871	1095:70335
Bucket 205 [0.796875->0.800781]	531:22961	885:15608	943:41623	1009:5959	1009:5962
Bucket 206 [0.800781->0.804688]	439:5967	439:5968	531:23090	811:17059	959:17091
Bucket 207 [0.804688->0.808594]	599:33876	959:17179	959:17182	960:47263	960:47266
Bucket 208 [0.808594->0.8125]	1060:26128	1061:56154	1094:40211	1098:59686	1101:49231
Bucket 209 [0.8125->0.816406]	744:28958	1053:17341	1053:17344	1060:26131	1061:56242
Bucket 210 [0.816406->0.820312]	889:34733	1190:6196	1190:6341	1195:56104	1195:56105
Bucket 211 [0.820312->0.824219]	531:22969	596:45281	1195:56106	1195:56251	1197:15545
Bucket 212 [0.824219->0.828125]	1195:56153	1195:56154	1195:56155	1195:56159	1195:56161
Bucket 213 [0.828125->0.832031]	959:17042	960:47126	1101:49091	1107:28053	1107:28056
Bucket 214 [0.832031->0.835938]	589:38122	1009:5822	1054:47299	1054:47316	1060:25991
Bucket 215 [0.835938->0.839844]	579:42384	959:17025	960:47109	1009:5805	1053:17204
Bucket 216 [0.839844->0.84375]	589:38001	1095:70269	1097:29547	1190:6198	1195:56096
Bucket 217 [0.84375->0.847656]	929:24294	1053:17187	1060:25974	1108:58181	1108:58184
Bucket 218 [0.847656->0.851562]	751:36692	755:55540	764:22131	915:7607	922:15964
Bucket 219 [0.851562->0.855469]	623:44208	625:2871	627:62841	629:21509	630:51495
Bucket 220 [0.855469->0.859375]	622:14224	636:28818	647:54822	666:17010	667:47007
Bucket 221 [0.859375->0.863281]	639:17487	646:24831	656:20895	661:69586	670:35725
Bucket 222 [0.863281->0.867188]	919:26805	922:15925	1063:15299	1108:58044	1108:58093
Bucket 223 [0.867188->0.871094]	742:70129	920:56877	927:65198	929:24257	1107:27965
Bucket 224 [0.871094->0.875]	919:26807	922:15927	935:2535	935:2536	1204:24848
Bucket 225 [0.875->0.878906]	920:56879	927:65200	929:24253	929:24256	935:2571
Bucket 226 [0.878906->0.882812]	420:46000	596:45171	922:15923	922:15926	932:13391
Bucket 227 [0.882812->0.886719]	744:28944	932:13430	936:32648	946:30290	1192:66504
Bucket 228 [0.886719->0.890625]	417:57680	426:22655	534:11431	919:26803	919:26806
Bucket 229 [0.890625->0.894531]	600:63873	920:56875	920:56878	922:15920	927:65194
Bucket 230 [0.894531->0.898438]	919:26800	946:30278	946:30286	946:30291	946:30295
Bucket 231 [0.898438->0.902344]	920:56872	927:65202	946:30270	946:30275	946:30277
Bucket 232 [0.902344->0.90625]	935:2534	1060:25975	1098:59672	1190:6316	1190:6317
Bucket 233 [0.90625->0.910156]	929:24258	932:13393	936:32611	1053:17188	1195:56192
Bucket 234 [0.910156->0.914062]	922:15928	1061:56089	1094:40146	1190:6243	1190:6244
Bucket 235 [0.914062->0.917969]	919:26808	1190:6318	1190:6319	1195:56112	1201:35238
Bucket 236 [0.917969->0.921875]	920:56880	1192:66502	1194:25903	1201:35187	1205:54964
Bucket 237 [0.921875->0.925781]	332:52260	332:52261	939:21760	1195:56059	1195:56232
Bucket 238 [0.925781->0.929688]	1201:35189	1201:35190	1205:54962	1205:54965	1205:54966
Bucket 239 [0.929688->0.933594]	1197:15462	1197:15597	1198:45617	1200:5026	1201:35183
Bucket 240 [0.933594->0.9375]	919:26796	919:26801	920:56873	1191:36430	1192:66505
Bucket 241 [0.9375->0.941406]	920:56868	929:24259	1191:36433	1192:66637	1195:56054
Bucket 242 [0.941406->0.945312]	922:15929	930:54378	1185:57249	1192:66498	1192:66557
Bucket 243 [0.945312->0.949219]	930:54383	1194:25958	1195:56058	1195:56128	1195:56132
Bucket 244 [0.949219->0.953125]	902:21194	902:21199	916:37687	957:57863	1195:56064
Bucket 245 [0.953125->0.957031]	902:21133	902:21162	957:57868	1013:25117	1014:55217
Bucket 246 [0.957031->0.960938]	579:42378	752:66684	808:28191	812:47174	916:37706
Bucket 247 [0.960938->0.964844]	920:56881	959:16963	959:17024	960:47047	1013:25114
Bucket 248 [0.964844->0.96875]	182:39596	845:27036	916:37738	930:54344	960:47112
Bucket 249 [0.96875->0.972656]	579:42311	742:70166	902:21160	916:37743	930:54342
Bucket 250 [0.972656->0.976562]	182:39595	545:36911	579:42293	579:42303	579:42305
Bucket 251 [0.976562->0.980469]	546:66857	579:42329	579:42337	647:54816	676:13170
Bucket 252 [0.980469->0.984375]	174:4000	192:33309	417:57677	546:66856	548:25427
Bucket 253 [0.984375->0.988281]	420:45997	552:43912	579:42294	579:42297	579:42299
Bucket 254 [0.988281->0.992188]	210:62775	351:11359	352:41264	417:57673	622:14134
Bucket 255 [0.992188->0.996094]	130:12074	447:42549	508:43632	511:32098	556:62415
Bucket 256 [0.996094->1]	127:24212	338:28636	351:11360	498:48316	508:43633
Bucket 257 [1.]	893:53870	1308:36047	1327:4774	1657:16357	1720:14828
