Bucket 0 [0.]	0:110	0:113	0:121	0:130	0:138
Bucket 55 [0.421875->0.429688]	599:33891	744:28949	747:17793	848:16072	849:46039
Bucket 56 [0.429688->0.4375]	311:33569	542:48525	602:22486	620:55556	748:47813
Bucket 57 [0.4375->0.445312]	596:45288	607:71074	824:3566	848:15985	849:46135
Bucket 58 [0.445312->0.453125]	450:30954	532:52925	532:52931	596:45285	849:46046
Bucket 59 [0.453125->0.460938]	532:53042	539:59993	602:22489	607:71078	613:48310
Bucket 60 [0.460938->0.46875]	517:9222	595:15199	599:33886	607:71069	613:48311
Bucket 61 [0.46875->0.476562]	450:30933	532:52923	607:71076	811:17069	811:17076
Bucket 62 [0.476562->0.484375]	824:3667	824:3694	824:3700	826:63762	848:15992
Bucket 63 [0.484375->0.492188]	502:66728	613:48308	738:51278	824:3639	824:3647
Bucket 64 [0.492188->0.5]	596:45271	596:45274	599:33784	613:48319	805:39188
Bucket 65 [0.5->0.507812]	539:60001	758:44400	805:39195	818:25075	849:46042
Bucket 66 [0.507812->0.515625]	378:6985	607:71073	861:2109	861:2113	866:51263
Bucket 67 [0.515625->0.523438]	203:56942	334:10549	407:62839	546:66860	552:43915
Bucket 68 [0.523438->0.53125]	607:71059	755:55542	760:3238	764:22129	869:40298
Bucket 69 [0.53125->0.539062]	205:15064	205:15067	407:62862	440:35974	440:35976
Bucket 70 [0.539062->0.546875]	396:38098	396:38146	405:2999	407:62851	477:27925
Bucket 71 [0.546875->0.554688]	288:56913	378:6983	396:38123	396:38135	405:2974
Bucket 72 [0.554688->0.5625]	376:48646	399:26381	405:3011	412:9526	416:27762
Bucket 73 [0.5625->0.570312]	397:68036	500:6855	500:6856	747:17790	760:3235
Bucket 74 [0.570312->0.578125]	440:35933	440:35938	498:48354	498:48355	500:6853
Bucket 75 [0.578125->0.585938]	380:66809	396:38096	410:51145	485:64663	485:64665
Bucket 76 [0.585938->0.59375]	288:56917	329:64116	606:40994	606:41004	606:41006
Bucket 77 [0.59375->0.601562]	288:56915	397:68021	579:42282	599:33780	606:40995
Bucket 78 [0.601562->0.609375]	405:3022	536:71343	613:48327	843:68857	872:29328
Bucket 79 [0.609375->0.617188]	412:9511	607:71061	799:61317	843:68980	843:69037
Bucket 80 [0.617188->0.625]	329:64107	468:62664	490:11556	825:33885	861:2097
Bucket 81 [0.625->0.632812]	325:46014	861:2123	880:67617	885:15604	987:50989
Bucket 82 [0.632812->0.640625]	298:51124	298:51138	308:45418	825:33696	862:32163
Bucket 83 [0.640625->0.648438]	308:45420	397:68018	532:53038	825:33616	869:40296
Bucket 84 [0.648438->0.65625]	542:48406	747:17797	841:7994	843:68717	861:2112
Bucket 85 [0.65625->0.664062]	318:39770	599:33887	760:3236	811:17135	841:7919
Bucket 86 [0.664062->0.671875]	485:64622	485:64627	797:1416	805:39157	805:39178
Bucket 87 [0.671875->0.679688]	485:64623	797:1368	1133:3720	1133:3721	1727:25987
Bucket 88 [0.679688->0.6875]	484:34686	484:34688	484:34689	484:34704	607:71070
Bucket 89 [0.6875->0.695312]	450:30931	748:47817	805:39179	848:15986	876:48436
Bucket 90 [0.695312->0.703125]	744:28955	801:20181	836:60918	838:19857	1107:27958
Bucket 91 [0.703125->0.710938]	450:30935	508:43655	511:32120	512:62071	613:48323
Bucket 92 [0.710938->0.71875]	464:44359	747:17801	836:60772	838:19711	862:32166
Bucket 93 [0.71875->0.726562]	886:45666	959:17032	960:47116	1060:25981	1101:49081
Bucket 94 [0.726562->0.734375]	498:48312	500:6817	748:47820	797:1332	843:68768
Bucket 95 [0.734375->0.742188]	599:33893	797:1347	797:1349	824:3092	959:17038
Bucket 96 [0.742188->0.75]	843:68707	959:17033	960:47117	1009:5813	1009:5818
Bucket 97 [0.75->0.757812]	843:68733	1190:6371	1268:38814	1269:68990	1271:28491
Bucket 98 [0.757812->0.765625]	484:34711	848:15997	1114:36920	1190:6331	1218:43454
Bucket 99 [0.765625->0.773438]	599:33879	602:22496	845:27704	848:16008	1190:6190
Bucket 100 [0.773438->0.78125]	508:43648	511:32113	512:62064	613:48316	755:55544
Bucket 101 [0.78125->0.789062]	943:41661	1054:47361	1097:29561	1098:59731	1098:59735
Bucket 102 [0.789062->0.796875]	599:33890	825:33121	959:17087	960:47171	1009:5867
Bucket 103 [0.796875->0.804688]	439:5967	439:5968	531:22961	531:23090	811:17059
Bucket 104 [0.804688->0.8125]	599:33876	959:17179	959:17182	960:47263	960:47266
Bucket 105 [0.8125->0.820312]	744:28958	889:34733	1053:17341	1053:17344	1060:26131
Bucket 106 [0.820312->0.828125]	531:22969	596:45281	1195:56106	1195:56153	1195:56154
Bucket 107 [0.828125->0.835938]	589:38122	959:17042	960:47126	1009:5822	1054:47299
Bucket 108 [0.835938->0.84375]	579:42384	589:38001	959:17025	960:47109	1009:5805
Bucket 109 [0.84375->0.851562]	751:36692	755:55540	764:22131	915:7607	922:15964
Bucket 110 [0.851562->0.859375]	622:14224	623:44208	625:2871	627:62841	629:21509
Bucket 111 [0.859375->0.867188]	639:17487	646:24831	656:20895	661:69586	670:35725
Bucket 112 [0.867188->0.875]	742:70129	919:26807	920:56877	922:15927	927:65198
Bucket 113 [0.875->0.882812]	420:46000	596:45171	920:56879	922:15923	922:15926
Bucket 114 [0.882812->0.890625]	417:57680	426:22655	534:11431	744:28944	919:26803
Bucket 115 [0.890625->0.898438]	600:63873	919:26800	920:56875	920:56878	922:15920
Bucket 116 [0.898438->0.90625]	920:56872	927:65202	935:2534	946:30270	946:30275
Bucket 117 [0.90625->0.914062]	922:15928	929:24258	932:13393	936:32611	1053:17188
Bucket 118 [0.914062->0.921875]	919:26808	920:56880	1190:6318	1190:6319	1192:66502
Bucket 119 [0.921875->0.929688]	332:52260	332:52261	939:21760	1195:56059	1195:56232
Bucket 120 [0.929688->0.9375]	919:26796	919:26801	920:56873	1191:36430	1192:66505
Bucket 121 [0.9375->0.945312]	920:56868	922:15929	929:24259	930:54378	1185:57249
Bucket 122 [0.945312->0.953125]	902:21194	902:21199	916:37687	930:54383	957:57863
Bucket 123 [0.953125->0.960938]	579:42378	752:66684	808:28191	812:47174	902:21133
Bucket 124 [0.960938->0.96875]	182:39596	845:27036	916:37738	920:56881	930:54344
Bucket 125 [0.96875->0.976562]	182:39595	545:36911	579:42293	579:42303	579:42305
Bucket 126 [0.976562->0.984375]	174:4000	192:33309	417:57677	546:66856	546:66857
Bucket 127 [0.984375->0.992188]	210:62775	351:11359	352:41264	417:57673	420:45997
Bucket 128 [0.992188->1]	127:24212	130:12074	338:28636	351:11360	447:42549
Bucket 129 [1.]	893:53870	1308:36047	1327:4774	1657:16357	1720:14828
