Bucket 0 [0.]	0:110
Bucket 89 [0.6875->0.695312]	450:30931
Bucket 90 [0.695312->0.703125]	744:28955
Bucket 91 [0.703125->0.710938]	450:30935
Bucket 92 [0.710938->0.71875]	464:44359
Bucket 93 [0.71875->0.726562]	886:45666
Bucket 94 [0.726562->0.734375]	498:48312
Bucket 95 [0.734375->0.742188]	599:33893
Bucket 96 [0.742188->0.75]	843:68707
Bucket 97 [0.75->0.757812]	843:68733
Bucket 98 [0.757812->0.765625]	484:34711
Bucket 99 [0.765625->0.773438]	599:33879
Bucket 100 [0.773438->0.78125]	508:43648
Bucket 101 [0.78125->0.789062]	943:41661
Bucket 102 [0.789062->0.796875]	599:33890
Bucket 103 [0.796875->0.804688]	439:5967
Bucket 104 [0.804688->0.8125]	599:33876
Bucket 105 [0.8125->0.820312]	744:28958
Bucket 106 [0.820312->0.828125]	531:22969
Bucket 107 [0.828125->0.835938]	589:38122
Bucket 108 [0.835938->0.84375]	579:42384
Bucket 109 [0.84375->0.851562]	751:36692
Bucket 110 [0.851562->0.859375]	622:14224
Bucket 111 [0.859375->0.867188]	639:17487
Bucket 112 [0.867188->0.875]	742:70129
Bucket 113 [0.875->0.882812]	420:46000
Bucket 114 [0.882812->0.890625]	417:57680
Bucket 115 [0.890625->0.898438]	600:63873
Bucket 116 [0.898438->0.90625]	920:56872
Bucket 117 [0.90625->0.914062]	922:15928
Bucket 118 [0.914062->0.921875]	919:26808
Bucket 119 [0.921875->0.929688]	332:52260
Bucket 120 [0.929688->0.9375]	919:26796
Bucket 121 [0.9375->0.945312]	920:56868
Bucket 122 [0.945312->0.953125]	902:21194
Bucket 123 [0.953125->0.960938]	579:42378
Bucket 124 [0.960938->0.96875]	182:39596
Bucket 125 [0.96875->0.976562]	182:39595
Bucket 126 [0.976562->0.984375]	174:4000
Bucket 127 [0.984375->0.992188]	210:62775
Bucket 128 [0.992188->1]	127:24212
Bucket 129 [1.]	893:53870
