Bucket 0 [0.]	0:110
Bucket 1 [0->0.0078125]	0:10
Bucket 2 [0.0078125->0.015625]	0:1
Bucket 3 [0.015625->0.0234375]	0:1511
Bucket 4 [0.0234375->0.03125]	1:31312
Bucket 5 [0.03125->0.0390625]	1:29804
Bucket 6 [0.0390625->0.046875]	14:10287
Bucket 7 [0.046875->0.0546875]	220:56649
Bucket 8 [0.0546875->0.0625]	16:69899
Bucket 9 [0.0625->0.0703125]	8:34937
Bucket 10 [0.0703125->0.078125]	8:34936
Bucket 11 [0.078125->0.0859375]	161:22458
Bucket 12 [0.0859375->0.09375]	1:29803
Bucket 13 [0.09375->0.101562]	244:62431
Bucket 14 [0.101562->0.109375]	264:50540
Bucket 15 [0.109375->0.117188]	249:8669
Bucket 16 [0.117188->0.125]	247:50483
Bucket 17 [0.125->0.132812]	447:42607
Bucket 18 [0.132812->0.140625]	106:7652
Bucket 19 [0.140625->0.148438]	439:6196
Bucket 20 [0.148438->0.15625]	539:59858
Bucket 21 [0.15625->0.164062]	599:33882
Bucket 22 [0.164062->0.171875]	283:9004
Bucket 23 [0.171875->0.179688]	202:27134
Bucket 24 [0.179688->0.1875]	542:48526
Bucket 25 [0.1875->0.195312]	595:15303
Bucket 26 [0.195312->0.203125]	36:55708
Bucket 27 [0.203125->0.210938]	229:20710
Bucket 28 [0.210938->0.21875]	542:48419
Bucket 29 [0.21875->0.226562]	463:14393
Bucket 30 [0.226562->0.234375]	402:14682
Bucket 31 [0.234375->0.242188]	399:26390
Bucket 32 [0.242188->0.25]	761:33261
Bucket 33 [0.25->0.257812]	329:64149
Bucket 34 [0.257812->0.265625]	477:27915
Bucket 35 [0.265625->0.273438]	283:8977
Bucket 36 [0.273438->0.28125]	514:20632
Bucket 37 [0.28125->0.289062]	389:31644
Bucket 38 [0.289062->0.296875]	471:51084
Bucket 39 [0.296875->0.304688]	244:62441
Bucket 40 [0.304688->0.3125]	517:9067
Bucket 41 [0.3125->0.320312]	202:27098
Bucket 42 [0.320312->0.328125]	495:59878
Bucket 43 [0.328125->0.335938]	532:53039
Bucket 44 [0.335938->0.34375]	372:30523
Bucket 45 [0.34375->0.351562]	517:9119
Bucket 46 [0.351562->0.359375]	468:62683
Bucket 47 [0.359375->0.367188]	542:48415
Bucket 48 [0.367188->0.375]	485:64642
Bucket 49 [0.375->0.382812]	440:35953
Bucket 50 [0.382812->0.390625]	440:35936
Bucket 51 [0.390625->0.398438]	498:48314
Bucket 52 [0.398438->0.40625]	471:51065
Bucket 53 [0.40625->0.414062]	474:39490
Bucket 54 [0.414062->0.421875]	468:62662
Bucket 55 [0.421875->0.429688]	599:33891
Bucket 56 [0.429688->0.4375]	311:33569
Bucket 57 [0.4375->0.445312]	596:45288
Bucket 58 [0.445312->0.453125]	450:30954
Bucket 59 [0.453125->0.460938]	532:53042
Bucket 60 [0.460938->0.46875]	517:9222
Bucket 61 [0.46875->0.476562]	450:30933
Bucket 62 [0.476562->0.484375]	824:3667
Bucket 63 [0.484375->0.492188]	502:66728
Bucket 64 [0.492188->0.5]	596:45271
Bucket 65 [0.5->0.507812]	539:60001
Bucket 66 [0.507812->0.515625]	378:6985
Bucket 67 [0.515625->0.523438]	203:56942
Bucket 68 [0.523438->0.53125]	607:71059
Bucket 69 [0.53125->0.539062]	205:15064
Bucket 70 [0.539062->0.546875]	396:38098
Bucket 71 [0.546875->0.554688]	288:56913
Bucket 72 [0.554688->0.5625]	376:48646
Bucket 73 [0.5625->0.570312]	397:68036
Bucket 74 [0.570312->0.578125]	440:35933
Bucket 75 [0.578125->0.585938]	380:66809
Bucket 76 [0.585938->0.59375]	288:56917
Bucket 77 [0.59375->0.601562]	288:56915
Bucket 78 [0.601562->0.609375]	405:3022
Bucket 79 [0.609375->0.617188]	412:9511
Bucket 80 [0.617188->0.625]	329:64107
Bucket 81 [0.625->0.632812]	325:46014
Bucket 82 [0.632812->0.640625]	298:51124
Bucket 83 [0.640625->0.648438]	308:45420
Bucket 84 [0.648438->0.65625]	542:48406
Bucket 85 [0.65625->0.664062]	318:39770
Bucket 86 [0.664062->0.671875]	485:64622
Bucket 87 [0.671875->0.679688]	485:64623
Bucket 88 [0.679688->0.6875]	484:34686
