Bucket 0 [0.]	0:110
Bucket 74 [0.0712891->0.0722656]	880:67704
Bucket 75 [0.0722656->0.0732422]	247:50473
Bucket 76 [0.0732422->0.0742188]	256:14655
Bucket 77 [0.0742188->0.0751953]	824:3629
Bucket 78 [0.0751953->0.0761719]	515:50526
Bucket 79 [0.0761719->0.0771484]	260:32584
Bucket 80 [0.0771484->0.078125]	111:55150
Bucket 81 [0.078125->0.0791016]	260:32597
Bucket 82 [0.0791016->0.0800781]	826:63489
Bucket 83 [0.0800781->0.0810547]	1164:31980
Bucket 84 [0.0810547->0.0820312]	161:22458
Bucket 85 [0.0820312->0.0830078]	305:57268
Bucket 86 [0.0830078->0.0839844]	1174:28717
Bucket 87 [0.0839844->0.0849609]	1164:30280
Bucket 88 [0.0849609->0.0859375]	1164:31761
Bucket 89 [0.0859375->0.0869141]	304:27377
Bucket 90 [0.0869141->0.0878906]	787:4513
Bucket 91 [0.0878906->0.0888672]	585:19441
Bucket 92 [0.0888672->0.0898438]	498:48372
Bucket 93 [0.0898438->0.0908203]	440:35994
Bucket 94 [0.0908203->0.0917969]	1:29803
Bucket 95 [0.0917969->0.0927734]	257:44524
Bucket 96 [0.0927734->0.09375]	1104:38540
Bucket 97 [0.09375->0.0947266]	485:64683
Bucket 98 [0.0947266->0.0957031]	502:66769
Bucket 99 [0.0957031->0.0966797]	244:62431
Bucket 100 [0.0966797->0.0976562]	464:44409
Bucket 101 [0.0976562->0.0986328]	619:25599
Bucket 102 [0.0986328->0.0996094]	495:59870
Bucket 103 [0.0996094->0.100586]	251:68402
Bucket 104 [0.100586->0.101562]	485:64696
Bucket 105 [0.101562->0.102539]	440:36007
Bucket 106 [0.102539->0.103516]	485:64620
Bucket 107 [0.103516->0.104492]	264:50540
Bucket 108 [0.104492->0.105469]	495:59868
Bucket 109 [0.105469->0.106445]	440:35931
Bucket 110 [0.106445->0.107422]	1162:71071
Bucket 111 [0.107422->0.108398]	1728:56373
Bucket 112 [0.108398->0.109375]	1048:68707
Bucket 113 [0.109375->0.110352]	464:44368
Bucket 114 [0.110352->0.111328]	556:62446
Bucket 115 [0.111328->0.112305]	251:68408
Bucket 116 [0.112305->0.113281]	249:8669
Bucket 117 [0.113281->0.114258]	1070:24481
Bucket 118 [0.114258->0.115234]	464:44351
Bucket 119 [0.115234->0.116211]	440:35944
Bucket 120 [0.116211->0.117188]	440:35909
Bucket 121 [0.117188->0.118164]	825:33591
Bucket 122 [0.118164->0.119141]	247:50483
Bucket 123 [0.119141->0.120117]	464:44389
Bucket 124 [0.120117->0.121094]	464:44349
Bucket 125 [0.121094->0.12207]	498:48322
Bucket 126 [0.12207->0.123047]	485:64633
Bucket 127 [0.123047->0.124023]	1057:36974
Bucket 128 [0.124023->0.125]	1083:11741
Bucket 129 [0.125->0.125977]	514:20599
Bucket 130 [0.125977->0.126953]	1384:13193
Bucket 131 [0.126953->0.12793]	907:70384
Bucket 132 [0.12793->0.128906]	1544:16729
Bucket 133 [0.128906->0.129883]	808:28163
Bucket 134 [0.129883->0.130859]	447:42607
Bucket 135 [0.130859->0.131836]	447:42648
Bucket 136 [0.131836->0.132812]	1070:27113
Bucket 137 [0.132812->0.133789]	447:42656
Bucket 138 [0.133789->0.134766]	761:33260
Bucket 139 [0.134766->0.135742]	797:1268
Bucket 140 [0.135742->0.136719]	439:6067
Bucket 141 [0.136719->0.137695]	439:6026
Bucket 142 [0.137695->0.138672]	542:48519
Bucket 143 [0.138672->0.139648]	106:7652
Bucket 144 [0.139648->0.140625]	824:3306
Bucket 145 [0.140625->0.141602]	824:3850
Bucket 146 [0.141602->0.142578]	752:66686
Bucket 147 [0.142578->0.143555]	824:3998
Bucket 148 [0.143555->0.144531]	825:33933
Bucket 149 [0.144531->0.145508]	824:3889
Bucket 150 [0.145508->0.146484]	439:6196
Bucket 151 [0.146484->0.147461]	799:61330
Bucket 152 [0.147461->0.148438]	843:68730
Bucket 153 [0.148438->0.149414]	788:34572
Bucket 154 [0.149414->0.150391]	843:68657
Bucket 155 [0.150391->0.151367]	797:1260
Bucket 156 [0.151367->0.152344]	832:41005
Bucket 157 [0.152344->0.15332]	824:3683
Bucket 158 [0.15332->0.154297]	824:3626
Bucket 159 [0.154297->0.155273]	539:59858
Bucket 160 [0.155273->0.15625]	539:59862
Bucket 161 [0.15625->0.157227]	824:3642
Bucket 162 [0.157227->0.158203]	825:33693
Bucket 163 [0.158203->0.15918]	1549:67057
Bucket 164 [0.15918->0.160156]	599:33882
Bucket 165 [0.160156->0.161133]	788:34573
Bucket 166 [0.161133->0.162109]	788:34498
Bucket 167 [0.162109->0.163086]	752:66682
Bucket 168 [0.163086->0.164062]	607:71071
Bucket 169 [0.164062->0.165039]	752:66689
Bucket 170 [0.165039->0.166016]	1083:11760
Bucket 171 [0.166016->0.166992]	824:3622
Bucket 172 [0.166992->0.167969]	599:33888
Bucket 173 [0.167969->0.168945]	979:12467
Bucket 174 [0.168945->0.169922]	788:34476
Bucket 175 [0.169922->0.170898]	825:33738
Bucket 176 [0.170898->0.171875]	283:9004
Bucket 177 [0.171875->0.172852]	558:21125
Bucket 178 [0.172852->0.173828]	748:47815
Bucket 179 [0.173828->0.174805]	802:50258
Bucket 180 [0.174805->0.175781]	607:71065
Bucket 181 [0.175781->0.176758]	886:45751
Bucket 182 [0.176758->0.177734]	912:18562
Bucket 183 [0.177734->0.178711]	825:32971
Bucket 184 [0.178711->0.179688]	202:27134
Bucket 185 [0.179688->0.180664]	797:1277
Bucket 186 [0.180664->0.181641]	912:18527
Bucket 187 [0.181641->0.182617]	596:45279
Bucket 188 [0.182617->0.183594]	1170:9410
Bucket 189 [0.183594->0.18457]	602:22494
Bucket 190 [0.18457->0.185547]	833:71007
Bucket 191 [0.185547->0.186523]	825:33130
Bucket 192 [0.186523->0.1875]	542:48526
Bucket 193 [0.1875->0.188477]	744:28953
Bucket 194 [0.188477->0.189453]	824:3086
Bucket 195 [0.189453->0.19043]	595:15303
Bucket 196 [0.19043->0.191406]	893:53881
Bucket 197 [0.191406->0.192383]	846:57692
Bucket 198 [0.192383->0.193359]	846:57951
Bucket 199 [0.193359->0.194336]	797:1276
Bucket 200 [0.194336->0.195312]	846:57964
Bucket 201 [0.195312->0.196289]	760:3233
Bucket 202 [0.196289->0.197266]	596:45286
Bucket 203 [0.197266->0.198242]	36:55708
Bucket 204 [0.198242->0.199219]	542:48530
Bucket 205 [0.199219->0.200195]	400:56323
Bucket 206 [0.200195->0.201172]	744:28947
Bucket 207 [0.201172->0.202148]	824:3077
Bucket 208 [0.202148->0.203125]	846:58003
Bucket 209 [0.203125->0.204102]	613:48314
Bucket 210 [0.204102->0.205078]	229:20710
Bucket 211 [0.205078->0.206055]	846:57814
Bucket 212 [0.206055->0.207031]	846:57730
Bucket 213 [0.207031->0.208008]	295:63010
Bucket 214 [0.208008->0.208984]	846:57817
Bucket 215 [0.208984->0.209961]	317:9890
Bucket 216 [0.209961->0.210938]	295:63004
Bucket 217 [0.210938->0.211914]	542:48419
Bucket 218 [0.211914->0.212891]	542:48517
Bucket 219 [0.212891->0.213867]	797:1250
Bucket 220 [0.213867->0.214844]	602:22492
Bucket 221 [0.214844->0.21582]	797:1425
Bucket 222 [0.21582->0.216797]	797:1328
Bucket 223 [0.216797->0.217773]	797:1487
Bucket 224 [0.217773->0.21875]	797:1491
Bucket 225 [0.21875->0.219727]	602:22501
Bucket 226 [0.219727->0.220703]	542:48522
Bucket 227 [0.220703->0.22168]	797:1283
Bucket 228 [0.22168->0.222656]	595:15310
Bucket 229 [0.222656->0.223633]	542:48523
Bucket 230 [0.223633->0.224609]	596:45290
Bucket 231 [0.224609->0.225586]	463:14393
Bucket 232 [0.225586->0.226562]	797:1279
Bucket 233 [0.226562->0.227539]	546:66987
Bucket 234 [0.227539->0.228516]	552:44042
Bucket 235 [0.228516->0.229492]	532:52922
Bucket 236 [0.229492->0.230469]	801:20221
Bucket 237 [0.230469->0.231445]	402:14682
Bucket 238 [0.231445->0.232422]	546:66995
Bucket 239 [0.232422->0.233398]	554:2621
Bucket 240 [0.233398->0.234375]	519:68990
Bucket 241 [0.234375->0.235352]	811:17106
Bucket 242 [0.235352->0.236328]	878:7439
Bucket 243 [0.236328->0.237305]	1016:14446
Bucket 244 [0.237305->0.238281]	399:26390
Bucket 245 [0.238281->0.239258]	846:57726
Bucket 246 [0.239258->0.240234]	846:57983
Bucket 247 [0.240234->0.241211]	878:7512
Bucket 248 [0.241211->0.242188]	797:1278
Bucket 249 [0.242188->0.243164]	963:36296
Bucket 250 [0.243164->0.244141]	761:33261
Bucket 251 [0.244141->0.245117]	833:71002
Bucket 252 [0.245117->0.246094]	870:70434
Bucket 253 [0.246094->0.24707]	1735:67471
Bucket 254 [0.24707->0.248047]	797:1271
Bucket 255 [0.248047->0.249023]	1449:63490
Bucket 256 [0.249023->0.25]	2036:70023
Bucket 257 [0.25->0.250977]	835:29954
Bucket 258 [0.250977->0.251953]	376:48679
Bucket 259 [0.251953->0.25293]	876:48569
Bucket 260 [0.25293->0.253906]	521:27493
Bucket 261 [0.253906->0.254883]	866:51306
Bucket 262 [0.254883->0.255859]	539:60013
Bucket 263 [0.255859->0.256836]	329:64149
Bucket 264 [0.256836->0.257812]	876:48485
Bucket 265 [0.257812->0.258789]	477:27915
Bucket 266 [0.258789->0.259766]	849:46119
Bucket 267 [0.259766->0.260742]	797:1251
Bucket 268 [0.260742->0.261719]	758:44398
Bucket 269 [0.261719->0.262695]	849:46140
Bucket 270 [0.262695->0.263672]	852:35042
Bucket 271 [0.263672->0.264648]	797:1275
Bucket 272 [0.264648->0.265625]	805:39186
Bucket 273 [0.265625->0.266602]	797:1295
Bucket 274 [0.266602->0.267578]	788:34469
Bucket 275 [0.267578->0.268555]	283:8977
Bucket 276 [0.268555->0.269531]	882:26592
Bucket 277 [0.269531->0.270508]	797:1259
Bucket 278 [0.270508->0.271484]	861:2181
Bucket 279 [0.271484->0.272461]	464:44422
Bucket 280 [0.272461->0.273438]	849:46067
Bucket 281 [0.273438->0.274414]	546:66904
Bucket 282 [0.274414->0.275391]	554:2530
Bucket 283 [0.275391->0.276367]	514:20632
Bucket 284 [0.276367->0.277344]	862:32184
Bucket 285 [0.277344->0.27832]	788:34510
Bucket 286 [0.27832->0.279297]	558:21034
Bucket 287 [0.279297->0.280273]	595:15191
Bucket 288 [0.280273->0.28125]	532:53029
Bucket 289 [0.28125->0.282227]	866:51407
Bucket 290 [0.282227->0.283203]	861:2325
Bucket 291 [0.283203->0.28418]	599:33895
Bucket 292 [0.28418->0.285156]	389:31644
Bucket 293 [0.285156->0.286133]	861:2321
Bucket 294 [0.286133->0.287109]	799:61313
Bucket 295 [0.287109->0.288086]	868:10377
Bucket 296 [0.288086->0.289062]	788:34492
Bucket 297 [0.289062->0.290039]	595:15312
Bucket 298 [0.290039->0.291016]	752:66680
Bucket 299 [0.291016->0.291992]	740:10114
Bucket 300 [0.291992->0.292969]	802:50320
Bucket 301 [0.292969->0.293945]	613:48318
Bucket 302 [0.293945->0.294922]	471:51084
Bucket 303 [0.294922->0.295898]	1113:6805
Bucket 304 [0.295898->0.296875]	868:10531
Bucket 305 [0.296875->0.297852]	866:51269
Bucket 306 [0.297852->0.298828]	802:50225
Bucket 307 [0.298828->0.299805]	244:62441
Bucket 308 [0.299805->0.300781]	595:15297
Bucket 309 [0.300781->0.301758]	866:51399
Bucket 310 [0.301758->0.302734]	861:2129
Bucket 311 [0.302734->0.303711]	542:48411
Bucket 312 [0.303711->0.304688]	799:61290
Bucket 313 [0.304688->0.305664]	595:15298
Bucket 314 [0.305664->0.306641]	1863:31717
Bucket 315 [0.306641->0.307617]	542:48513
Bucket 316 [0.307617->0.308594]	833:71016
Bucket 317 [0.308594->0.30957]	517:9072
Bucket 318 [0.30957->0.310547]	517:9067
Bucket 319 [0.310547->0.311523]	758:44394
Bucket 320 [0.311523->0.3125]	532:53046
Bucket 321 [0.3125->0.313477]	2008:19466
Bucket 322 [0.313477->0.314453]	596:45273
Bucket 323 [0.314453->0.31543]	464:44346
Bucket 324 [0.31543->0.316406]	532:53033
Bucket 325 [0.316406->0.317383]	782:56658
Bucket 326 [0.317383->0.318359]	202:27098
Bucket 327 [0.318359->0.319336]	799:61392
Bucket 328 [0.319336->0.320312]	595:15309
Bucket 329 [0.320312->0.321289]	607:70967
Bucket 330 [0.321289->0.322266]	794:12325
Bucket 331 [0.322266->0.323242]	495:59878
Bucket 332 [0.323242->0.324219]	794:12299
Bucket 333 [0.324219->0.325195]	866:51400
Bucket 334 [0.325195->0.326172]	595:15295
Bucket 335 [0.326172->0.327148]	532:52935
Bucket 336 [0.327148->0.328125]	517:9075
Bucket 337 [0.328125->0.329102]	868:10380
Bucket 338 [0.329102->0.330078]	797:1264
Bucket 339 [0.330078->0.331055]	532:53039
Bucket 340 [0.331055->0.332031]	801:20255
Bucket 341 [0.332031->0.333008]	532:53044
Bucket 342 [0.333008->0.333984]	748:47822
Bucket 343 [0.333984->0.334961]	885:15808
Bucket 344 [0.334961->0.335938]	870:70349
Bucket 345 [0.335938->0.336914]	866:51302
Bucket 346 [0.336914->0.337891]	866:51368
Bucket 347 [0.337891->0.338867]	579:42272
Bucket 348 [0.338867->0.339844]	372:30523
Bucket 349 [0.339844->0.34082]	802:50246
Bucket 350 [0.34082->0.341797]	612:18236
Bucket 351 [0.341797->0.342773]	872:29540
Bucket 352 [0.342773->0.34375]	866:51458
Bucket 353 [0.34375->0.344727]	882:26611
Bucket 354 [0.344727->0.345703]	794:12324
Bucket 355 [0.345703->0.34668]	592:26610
Bucket 356 [0.34668->0.347656]	592:26622
Bucket 357 [0.347656->0.348633]	592:26611
Bucket 358 [0.348633->0.349609]	848:16300
Bucket 359 [0.349609->0.350586]	517:9119
Bucket 360 [0.350586->0.351562]	546:67007
Bucket 361 [0.351562->0.352539]	552:44062
Bucket 362 [0.352539->0.353516]	868:10235
Bucket 363 [0.353516->0.354492]	862:32321
Bucket 364 [0.354492->0.355469]	744:28960
Bucket 365 [0.355469->0.356445]	801:20183
Bucket 366 [0.356445->0.357422]	468:62683
Bucket 367 [0.357422->0.358398]	596:45282
Bucket 368 [0.358398->0.359375]	802:50245
Bucket 369 [0.359375->0.360352]	873:59458
Bucket 370 [0.360352->0.361328]	617:66896
Bucket 371 [0.361328->0.362305]	542:48415
Bucket 372 [0.362305->0.363281]	849:46035
Bucket 373 [0.363281->0.364258]	862:32322
Bucket 374 [0.364258->0.365234]	836:61005
Bucket 375 [0.365234->0.366211]	788:34470
Bucket 376 [0.366211->0.367188]	801:20208
Bucket 377 [0.367188->0.368164]	542:48521
Bucket 378 [0.368164->0.369141]	532:53030
Bucket 379 [0.369141->0.370117]	532:53027
Bucket 380 [0.370117->0.371094]	485:64642
Bucket 381 [0.371094->0.37207]	542:48528
Bucket 382 [0.37207->0.373047]	595:15193
Bucket 383 [0.373047->0.374023]	794:12320
Bucket 384 [0.374023->0.375]	862:32376
Bucket 385 [0.375->0.375977]	764:22133
Bucket 386 [0.375977->0.376953]	848:16147
Bucket 387 [0.376953->0.37793]	500:6832
Bucket 388 [0.37793->0.378906]	748:47811
Bucket 389 [0.378906->0.379883]	542:48409
Bucket 390 [0.379883->0.380859]	498:48331
Bucket 391 [0.380859->0.381836]	485:64625
Bucket 392 [0.381836->0.382812]	440:35953
Bucket 393 [0.382812->0.383789]	620:55576
Bucket 394 [0.383789->0.384766]	440:35936
Bucket 395 [0.384766->0.385742]	532:53035
Bucket 396 [0.385742->0.386719]	527:4487
Bucket 397 [0.386719->0.387695]	527:4485
Bucket 398 [0.387695->0.388672]	747:17799
Bucket 399 [0.388672->0.389648]	872:29477
Bucket 400 [0.389648->0.390625]	500:6815
Bucket 401 [0.390625->0.391602]	502:66751
Bucket 402 [0.391602->0.392578]	502:66749
Bucket 403 [0.392578->0.393555]	707:31991
Bucket 404 [0.393555->0.394531]	849:46037
Bucket 405 [0.394531->0.395508]	517:9210
Bucket 406 [0.395508->0.396484]	885:15715
Bucket 407 [0.396484->0.397461]	502:66713
Bucket 408 [0.397461->0.398438]	498:48314
Bucket 409 [0.398438->0.399414]	471:51065
Bucket 410 [0.399414->0.400391]	848:16049
Bucket 411 [0.400391->0.401367]	876:48578
Bucket 412 [0.401367->0.402344]	842:38042
Bucket 413 [0.402344->0.40332]	848:16120
Bucket 414 [0.40332->0.404297]	848:15972
Bucket 415 [0.404297->0.405273]	768:41033
Bucket 416 [0.405273->0.40625]	1801:59196
Bucket 417 [0.40625->0.407227]	474:39490
Bucket 418 [0.407227->0.408203]	870:70342
Bucket 419 [0.408203->0.40918]	805:39253
Bucket 420 [0.40918->0.410156]	812:47100
Bucket 421 [0.410156->0.411133]	802:50255
Bucket 422 [0.411133->0.412109]	744:28951
Bucket 423 [0.412109->0.413086]	886:45777
Bucket 424 [0.413086->0.414062]	592:26701
Bucket 425 [0.414062->0.415039]	799:61327
Bucket 426 [0.415039->0.416016]	468:62662
Bucket 427 [0.416016->0.416992]	799:61334
Bucket 428 [0.416992->0.417969]	805:39158
Bucket 429 [0.417969->0.418945]	805:39155
Bucket 430 [0.418945->0.419922]	893:53937
Bucket 431 [0.419922->0.420898]	878:7631
Bucket 432 [0.420898->0.421875]	1995:26009
Bucket 433 [0.421875->0.422852]	895:13178
Bucket 434 [0.422852->0.423828]	873:59535
Bucket 435 [0.423828->0.424805]	599:33891
Bucket 436 [0.424805->0.425781]	747:17793
Bucket 437 [0.425781->0.426758]	744:28949
Bucket 438 [0.426758->0.427734]	878:7723
Bucket 439 [0.427734->0.428711]	849:46039
Bucket 440 [0.428711->0.429688]	2176:16687
Bucket 441 [0.429688->0.430664]	542:48525
Bucket 442 [0.430664->0.431641]	849:46040
Bucket 443 [0.431641->0.432617]	849:46256
Bucket 444 [0.432617->0.433594]	748:47813
Bucket 445 [0.433594->0.43457]	311:33569
Bucket 446 [0.43457->0.435547]	861:2099
Bucket 447 [0.435547->0.436523]	602:22486
Bucket 448 [0.436523->0.4375]	849:46100
Bucket 449 [0.4375->0.438477]	824:3566
Bucket 450 [0.438477->0.439453]	849:46196
Bucket 451 [0.439453->0.44043]	876:48577
Bucket 452 [0.44043->0.441406]	848:15985
Bucket 453 [0.441406->0.442383]	607:71074
Bucket 454 [0.442383->0.443359]	862:32289
Bucket 455 [0.443359->0.444336]	866:51325
Bucket 456 [0.444336->0.445312]	596:45288
Bucket 457 [0.445312->0.446289]	532:52931
Bucket 458 [0.446289->0.447266]	862:32252
Bucket 459 [0.447266->0.448242]	849:46046
Bucket 460 [0.448242->0.449219]	861:2098
Bucket 461 [0.449219->0.450195]	532:52925
Bucket 462 [0.450195->0.451172]	450:30954
Bucket 463 [0.451172->0.452148]	872:29323
Bucket 464 [0.452148->0.453125]	882:26659
Bucket 465 [0.453125->0.454102]	607:71078
Bucket 466 [0.454102->0.455078]	532:53042
Bucket 467 [0.455078->0.456055]	872:29324
Bucket 468 [0.456055->0.457031]	539:59993
Bucket 469 [0.457031->0.458008]	755:55539
Bucket 470 [0.458008->0.458984]	1999:46907
Bucket 471 [0.458984->0.459961]	613:48310
Bucket 472 [0.459961->0.460938]	602:22489
Bucket 473 [0.460938->0.461914]	855:24114
Bucket 474 [0.461914->0.462891]	862:32152
Bucket 475 [0.462891->0.463867]	1269:69114
Bucket 476 [0.463867->0.464844]	613:48311
Bucket 477 [0.464844->0.46582]	517:9222
Bucket 478 [0.46582->0.466797]	595:15199
Bucket 479 [0.466797->0.467773]	2146:5351
Bucket 480 [0.467773->0.46875]	607:71069
Bucket 481 [0.46875->0.469727]	842:37977
Bucket 482 [0.469727->0.470703]	607:71076
Bucket 483 [0.470703->0.47168]	869:40292
Bucket 484 [0.47168->0.472656]	450:30933
Bucket 485 [0.472656->0.473633]	883:56745
Bucket 486 [0.473633->0.474609]	868:10228
Bucket 487 [0.474609->0.475586]	861:2111
Bucket 488 [0.475586->0.476562]	532:52923
Bucket 489 [0.476562->0.477539]	878:7419
Bucket 490 [0.477539->0.478516]	824:3694
Bucket 491 [0.478516->0.479492]	851:7747
Bucket 492 [0.479492->0.480469]	889:34937
Bucket 493 [0.480469->0.481445]	883:56649
Bucket 494 [0.481445->0.482422]	848:15998
Bucket 495 [0.482422->0.483398]	866:51253
Bucket 496 [0.483398->0.484375]	824:3667
Bucket 497 [0.484375->0.485352]	824:3647
Bucket 498 [0.485352->0.486328]	1717:24640
Bucket 499 [0.486328->0.487305]	824:3639
Bucket 500 [0.487305->0.488281]	883:56608
Bucket 501 [0.488281->0.489258]	870:70344
Bucket 502 [0.489258->0.490234]	869:40286
Bucket 503 [0.490234->0.491211]	502:66728
Bucket 504 [0.491211->0.492188]	843:68820
Bucket 505 [0.492188->0.493164]	861:2102
Bucket 506 [0.493164->0.494141]	878:7568
Bucket 507 [0.494141->0.495117]	862:32171
Bucket 508 [0.495117->0.496094]	849:46049
Bucket 509 [0.496094->0.49707]	885:15603
Bucket 510 [0.49707->0.498047]	596:45274
Bucket 511 [0.498047->0.499023]	596:45271
Bucket 512 [0.499023->0.5]	599:33784
Bucket 513 [0.5->0.500977]	878:7473
Bucket 514 [0.500977->0.501953]	758:44400
Bucket 515 [0.501953->0.50293]	849:46042
Bucket 516 [0.50293->0.503906]	539:60001
Bucket 517 [0.503906->0.504883]	849:46047
Bucket 518 [0.504883->0.505859]	880:67631
Bucket 519 [0.505859->0.506836]	849:46051
Bucket 520 [0.506836->0.507812]	1715:64574
Bucket 521 [0.507812->0.508789]	861:2109
Bucket 522 [0.508789->0.509766]	1733:6798
Bucket 523 [0.509766->0.510742]	1758:61275
Bucket 524 [0.510742->0.511719]	866:51263
Bucket 525 [0.511719->0.512695]	378:6985
Bucket 526 [0.512695->0.513672]	2423:37701
Bucket 527 [0.513672->0.514648]	893:53914
Bucket 528 [0.514648->0.515625]	861:2113
Bucket 529 [0.515625->0.516602]	848:15999
Bucket 530 [0.516602->0.517578]	882:26542
Bucket 531 [0.517578->0.518555]	546:66860
Bucket 532 [0.518555->0.519531]	554:2486
Bucket 533 [0.519531->0.520508]	552:43915
Bucket 534 [0.520508->0.521484]	407:62839
Bucket 535 [0.521484->0.522461]	203:56942
Bucket 536 [0.522461->0.523438]	334:10549
Bucket 537 [0.523438->0.524414]	873:59385
Bucket 538 [0.524414->0.525391]	889:34739
Bucket 539 [0.525391->0.526367]	987:50997
Bucket 540 [0.526367->0.527344]	607:71059
Bucket 541 [0.527344->0.52832]	1318:35573
Bucket 542 [0.52832->0.529297]	760:3238
Bucket 543 [0.529297->0.530273]	872:29320
Bucket 544 [0.530273->0.53125]	895:12888
Bucket 545 [0.53125->0.532227]	440:35976
Bucket 546 [0.532227->0.533203]	205:15064
Bucket 547 [0.533203->0.53418]	495:59941
Bucket 548 [0.53418->0.535156]	407:62862
Bucket 549 [0.535156->0.536133]	878:7418
Bucket 550 [0.536133->0.537109]	902:21183
Bucket 551 [0.537109->0.538086]	532:52927
Bucket 552 [0.538086->0.539062]	861:2101
Bucket 553 [0.539062->0.540039]	405:2999
Bucket 554 [0.540039->0.541016]	930:54426
Bucket 555 [0.541016->0.541992]	613:48322
Bucket 556 [0.541992->0.542969]	396:38146
Bucket 557 [0.542969->0.543945]	916:37786
Bucket 558 [0.543945->0.544922]	882:26537
Bucket 559 [0.544922->0.545898]	396:38098
Bucket 560 [0.545898->0.546875]	477:27925
Bucket 561 [0.546875->0.547852]	440:35924
Bucket 562 [0.547852->0.548828]	396:38123
Bucket 563 [0.548828->0.549805]	607:71062
Bucket 564 [0.549805->0.550781]	378:6983
Bucket 565 [0.550781->0.551758]	288:56913
Bucket 566 [0.551758->0.552734]	396:38135
Bucket 567 [0.552734->0.553711]	440:35934
Bucket 568 [0.553711->0.554688]	799:61393
Bucket 569 [0.554688->0.555664]	399:26381
Bucket 570 [0.555664->0.556641]	862:32154
Bucket 571 [0.556641->0.557617]	889:34737
Bucket 572 [0.557617->0.558594]	405:3011
Bucket 573 [0.558594->0.55957]	460:26006
