Bucket 0 [0.]	0:110
Bucket 1 [0->0.00390625]	0:17
Bucket 2 [0.00390625->0.0078125]	0:10
Bucket 3 [0.0078125->0.0117188]	0:3
Bucket 4 [0.0117188->0.015625]	0:1
Bucket 5 [0.015625->0.0195312]	0:3075
Bucket 6 [0.0195312->0.0234375]	0:1511
Bucket 7 [0.0234375->0.0273438]	1:31312
Bucket 8 [0.0273438->0.03125]	16:69900
Bucket 9 [0.03125->0.0351562]	183:69488
Bucket 10 [0.0351562->0.0390625]	1:29804
Bucket 11 [0.0390625->0.0429688]	14:10287
Bucket 12 [0.0429688->0.046875]	183:69466
Bucket 13 [0.046875->0.0507812]	440:35996
Bucket 14 [0.0507812->0.0546875]	220:56649
Bucket 15 [0.0546875->0.0585938]	16:69899
Bucket 16 [0.0585938->0.0625]	250:38529
Bucket 17 [0.0625->0.0664062]	8:34937
Bucket 18 [0.0664062->0.0703125]	101:61841
Bucket 19 [0.0703125->0.0742188]	8:34936
Bucket 20 [0.0742188->0.078125]	111:55150
Bucket 21 [0.078125->0.0820312]	161:22458
Bucket 22 [0.0820312->0.0859375]	305:57268
Bucket 23 [0.0859375->0.0898438]	304:27377
Bucket 24 [0.0898438->0.09375]	1:29803
Bucket 25 [0.09375->0.0976562]	244:62431
Bucket 26 [0.0976562->0.101562]	251:68402
Bucket 27 [0.101562->0.105469]	264:50540
Bucket 28 [0.105469->0.109375]	440:35931
Bucket 29 [0.109375->0.113281]	249:8669
Bucket 30 [0.113281->0.117188]	440:35909
Bucket 31 [0.117188->0.121094]	247:50483
Bucket 32 [0.121094->0.125]	485:64633
Bucket 33 [0.125->0.128906]	514:20599
Bucket 34 [0.128906->0.132812]	447:42607
Bucket 35 [0.132812->0.136719]	439:6067
Bucket 36 [0.136719->0.140625]	106:7652
Bucket 37 [0.140625->0.144531]	752:66686
Bucket 38 [0.144531->0.148438]	439:6196
Bucket 39 [0.148438->0.152344]	788:34572
Bucket 40 [0.152344->0.15625]	539:59858
Bucket 41 [0.15625->0.160156]	599:33882
Bucket 42 [0.160156->0.164062]	607:71071
Bucket 43 [0.164062->0.167969]	599:33888
Bucket 44 [0.167969->0.171875]	283:9004
Bucket 45 [0.171875->0.175781]	558:21125
Bucket 46 [0.175781->0.179688]	202:27134
Bucket 47 [0.179688->0.183594]	596:45279
Bucket 48 [0.183594->0.1875]	542:48526
Bucket 49 [0.1875->0.191406]	595:15303
Bucket 50 [0.191406->0.195312]	797:1276
Bucket 51 [0.195312->0.199219]	36:55708
Bucket 52 [0.199219->0.203125]	400:56323
Bucket 53 [0.203125->0.207031]	229:20710
Bucket 54 [0.207031->0.210938]	295:63004
Bucket 55 [0.210938->0.214844]	542:48419
Bucket 56 [0.214844->0.21875]	797:1328
Bucket 57 [0.21875->0.222656]	542:48522
Bucket 58 [0.222656->0.226562]	463:14393
Bucket 59 [0.226562->0.230469]	532:52922
