##Options: Namespace(fnames='sampled_fns.txt', k=['31'], nrepeat=1, nthreads=['96'], sketchsize=['8192'])
##Results for sampled_fns.txt
#Method	k	NumReg	RegisterSize	NumThreads	SketchTime	DistanceTime
Mash	31	8192	8	96	547.6032462120056	166.67959094047546
Bindash-8	31	8192	8	96	550.8871355056763	45.11558938026428
Bindash-4	31	8192	4	96	588.8555960655212	45.54851579666138
Bindash-2	31	8192	2	96	557.0151672363281	44.14807868003845
Bindash-1	31	8192	1	96	566.3841643333435	47.517961502075195
Bindash-0.5	31	8192	0.5	96	574.1039521694183	45.25681018829346
Dashing1-bin	31	8192	1	96	103.8690676689148	176.7408516407013
Dashing1-txt	31	8192	1	96	104.11173558235168	264.33015298843384
D2OP-bin-8	31	8192	8	96	159.83144235610962	59.68838334083557
D2OP-bin-4	31	8192	4	96	163.40556931495667	38.90639805793762
D2OP-bin-2	31	8192	2	96	161.86872339248657	23.53854489326477
D2OP-bin-1	31	8192	1	96	160.75306391716003	19.592555284500122
D2OP-bin-0.5	31	8192	0.5	96	161.7307629585266	15.478856086730957
D2FSS-bin-8	31	8192	8	96	299.5629692077637	59.98772358894348
D2FSS-bin-4	31	8192	4	96	327.2710688114166	37.91910982131958
D2FSS-bin-2	31	8192	2	96	316.43041586875916	24.484336376190186
D2FSS-bin-1	31	8192	1	96	322.25650095939636	23.286219358444214
D2FSS-bin-0.5	31	8192	0.5	96	309.38573265075684	15.408851861953735
D2OP-txt-8	31	8192	8	96	161.32223892211914	59.157681941986084
D2OP-txt-4	31	8192	4	96	164.66788864135742	47.18029713630676
D2OP-txt-2	31	8192	2	96	160.34855008125305	31.98366618156433
D2OP-txt-1	31	8192	1	96	162.79371452331543	27.36812114715576
D2OP-txt-0.5	31	8192	0.5	96	164.3134310245514	30.7323579788208
D2FSS-txt-8	31	8192	8	96	343.1994206905365	57.864444971084595
D2FSS-txt-4	31	8192	4	96	305.7878386974335	46.26389169692993
D2FSS-txt-2	31	8192	2	96	304.9230160713196	34.36943507194519
D2FSS-txt-1	31	8192	1	96	294.8418800830841	28.93052339553833
D2FSS-txt-0.5	31	8192	0.5	96	331.112384557724	25.75459337234497
