##Options: Namespace(fnames='sampled_fns.txt', k=['31'], nrepeat=1, nthreads=['96'], sketchsize=['1024'])
##Results for sampled_fns.txt
#Method	k	NumReg	RegisterSize	NumThreads	SketchTime	DistanceTime
Mash	31	1024	8	96	537.0294003486633	159.5512752532959
Bindash-8	31	1024	8	96	543.1099488735199	9.30258846282959
Bindash-4	31	1024	4	96	544.6018331050873	8.828771114349365
Bindash-2	31	1024	2	96	540.8836059570312	9.115183115005493
Bindash-1	31	1024	1	96	539.593169927597	9.292820453643799
Bindash-0.5	31	1024	0.5	96	548.6352527141571	9.05933427810669
Dashing1-bin	31	1024	1	96	101.67454361915588	49.57422399520874
Dashing1-txt	31	1024	1	96	100.00251150131226	198.1019172668457
D2OP-bin-8	31	1024	8	96	159.09291625022888	10.968629837036133
D2OP-bin-4	31	1024	4	96	154.8718101978302	13.39011025428772
D2OP-bin-2	31	1024	2	96	152.2380154132843	12.32249927520752
D2OP-bin-1	31	1024	1	96	155.27552461624146	12.042067766189575
D2OP-bin-0.5	31	1024	0.5	96	157.83923172950745	10.787440776824951
D2FSS-bin-8	31	1024	8	96	244.32281732559204	11.279069423675537
D2FSS-bin-4	31	1024	4	96	255.9698462486267	12.93191409111023
D2FSS-bin-2	31	1024	2	96	269.96687483787537	11.217118501663208
D2FSS-bin-1	31	1024	1	96	274.77750039100647	13.177562475204468
D2FSS-bin-0.5	31	1024	0.5	96	250.45678758621216	11.455576181411743
D2OP-txt-8	31	1024	8	96	154.40343594551086	20.91007161140442
D2OP-txt-4	31	1024	4	96	155.7570095062256	20.684168338775635
D2OP-txt-2	31	1024	2	96	150.91342687606812	21.124474048614502
D2OP-txt-1	31	1024	1	96	152.83621883392334	21.151443243026733
D2OP-txt-0.5	31	1024	0.5	96	151.9142861366272	22.245975017547607
D2FSS-txt-8	31	1024	8	96	291.59899950027466	19.08555579185486
D2FSS-txt-4	31	1024	4	96	308.28003883361816	20.546990156173706
D2FSS-txt-2	31	1024	2	96	294.8132219314575	20.37099552154541
D2FSS-txt-1	31	1024	1	96	238.20792722702026	21.480611562728882
D2FSS-txt-0.5	31	1024	0.5	96	239.91245198249817	19.972803831100464
