#Calling Dashing2 version v2.1.5.1-7-gaf30 with command '/scratch4/blangme2/dnb/dashing2-experiments/allpairs/thresholded/dashing2 dashing2 sketch --cache -k 10 -o uniprot_sprot.fasta.gz.LSH-assisted.sketches.bin --cmpout uniprot_sprot.fasta.gz.LSH-assisted.topk.matrix -p48 -S256 --protein14 --nLSH 2 --topk 256 --sig-ram-limit 300000 --parse-by-seq uniprot_sprot.fasta.gz'
Parsing amino acid sequences with 14-letter compressed alphabet.
Index building took 29.4728s. KNN Generation took 13.6619s
List refinement took 5.09448s.
Emitting list took 128.004s.
#Calling Dashing2 version v2.1.5.1-7-gaf30 with command '/scratch4/blangme2/dnb/dashing2-experiments/allpairs/thresholded/dashing2 dashing2 sketch --cache -k 10 -o uniprot_sprot.fasta.gz.exact.sketches.bin --cmpout uniprot_sprot.fasta.gz.exact.topk.matrix -p48 -S256 --protein14 --nLSH 2 --topk 256 --sig-ram-limit 300000 --parse-by-seq uniprot_sprot.fasta.gz'
Parsing amino acid sequences with 14-letter compressed alphabet.
Finished processing 50944/565254 lines; estimated 3864.11s left
Finished processing 51200/565254 lines; estimated 3855.74s left
Finished processing 51456/565254 lines; estimated 3850.1s left
Finished processing 51712/565254 lines; estimated 3842.24s left
Finished processing 51968/565254 lines; estimated 3834.06s left
Finished processing 52224/565254 lines; estimated 3828.45s left
Finished processing 52480/565254 lines; estimated 3820.4s left
Finished processing 52736/565254 lines; estimated 3814.02s left
Finished processing 52992/565254 lines; estimated 3807s left
Finished processing 53248/565254 lines; estimated 3799.12s left
Finished processing 53504/565254 lines; estimated 3793.78s left
Finished processing 53760/565254 lines; estimated 3786.01s left
Finished processing 54016/565254 lines; estimated 3778.31s left
Finished processing 54272/565254 lines; estimated 3773.07s left
Finished processing 54528/565254 lines; estimated 3765.5s left
Finished processing 54784/565254 lines; estimated 3757.96s left
Finished processing 55040/565254 lines; estimated 3752.85s left
Finished processing 55296/565254 lines; estimated 3745.43s left
Finished processing 55552/565254 lines; estimated 3738.07s left
Finished processing 55808/565254 lines; estimated 3733.14s left
Finished processing 56064/565254 lines; estimated 3725.85s left
Finished processing 56320/565254 lines; estimated 3718.65s left
Finished processing 56576/565254 lines; estimated 3713.78s left
Finished processing 56832/565254 lines; estimated 3706.65s left
Finished processing 57088/565254 lines; estimated 3699.58s left
Finished processing 57344/565254 lines; estimated 3694.86s left
Finished processing 57600/565254 lines; estimated 3687.88s left
Finished processing 57856/565254 lines; estimated 3680.94s left
Finished processing 58112/565254 lines; estimated 3676.28s left
Finished processing 58368/565254 lines; estimated 3669.57s left
Finished processing 58624/565254 lines; estimated 3662.97s left
Finished processing 58880/565254 lines; estimated 3658.71s left
Finished processing 59136/565254 lines; estimated 3652.21s left
Finished processing 59392/565254 lines; estimated 3645.74s left
Finished processing 59648/565254 lines; estimated 3641.48s left
Finished processing 59904/565254 lines; estimated 3635.08s left
Finished processing 60160/565254 lines; estimated 3629.85s left
Finished processing 60416/565254 lines; estimated 3624.75s left
Finished processing 60672/565254 lines; estimated 3618.54s left
Finished processing 60928/565254 lines; estimated 3614.51s left
Finished processing 61184/565254 lines; estimated 3608.28s left
Finished processing 61440/565254 lines; estimated 3603.39s left
Finished processing 61696/565254 lines; estimated 3598.17s left
Finished processing 61952/565254 lines; estimated 3594.13s left
Finished processing 62208/565254 lines; estimated 3587.87s left
Finished processing 62464/565254 lines; estimated 3581.65s left
Finished processing 62720/565254 lines; estimated 3577.58s left
Finished processing 62976/565254 lines; estimated 3571.48s left
Finished processing 63232/565254 lines; estimated 3565.39s left
Finished processing 63488/565254 lines; estimated 3561.35s left
Finished processing 63744/565254 lines; estimated 3555.35s left
Finished processing 64000/565254 lines; estimated 3549.39s left
Finished processing 64256/565254 lines; estimated 3545.42s left
Finished processing 64512/565254 lines; estimated 3539.49s left
Finished processing 64768/565254 lines; estimated 3533.62s left
Finished processing 65024/565254 lines; estimated 3529.72s left
Finished processing 65280/565254 lines; estimated 3523.89s left
Finished processing 65536/565254 lines; estimated 3518.11s left
Finished processing 65792/565254 lines; estimated 3514.31s left
Finished processing 66048/565254 lines; estimated 3508.57s left
Finished processing 66304/565254 lines; estimated 3502.87s left
Finished processing 66560/565254 lines; estimated 3499.13s left
Finished processing 66816/565254 lines; estimated 3493.57s left
Finished processing 67072/565254 lines; estimated 3489.03s left
Finished processing 67328/565254 lines; estimated 3484.56s left
Finished processing 67584/565254 lines; estimated 3479.1s left
Finished processing 67840/565254 lines; estimated 3475.45s left
Finished processing 68096/565254 lines; estimated 3469.96s left
Finished processing 68352/565254 lines; estimated 3466.45s left
Finished processing 68608/565254 lines; estimated 3461.01s left
Finished processing 68864/565254 lines; estimated 3455.6s left
Finished processing 69120/565254 lines; estimated 3452.06s left
Finished processing 69376/565254 lines; estimated 3446.74s left
Finished processing 69632/565254 lines; estimated 3441.44s left
Finished processing 69888/565254 lines; estimated 3437.96s left
Finished processing 70144/565254 lines; estimated 3432.69s left
Finished processing 70400/565254 lines; estimated 3427.45s left
Finished processing 70656/565254 lines; estimated 3424.02s left
Finished processing 70912/565254 lines; estimated 3418.82s left
Finished processing 71168/565254 lines; estimated 3413.66s left
Finished processing 71424/565254 lines; estimated 3410.29s left
Finished processing 71680/565254 lines; estimated 3405.17s left
Finished processing 71936/565254 lines; estimated 3400.07s left
Finished processing 72192/565254 lines; estimated 3396.77s left
Finished processing 72448/565254 lines; estimated 3391.73s left
Finished processing 72704/565254 lines; estimated 3386.7s left
Finished processing 72960/565254 lines; estimated 3383.44s left
Finished processing 73216/565254 lines; estimated 3378.48s left
Finished processing 73472/565254 lines; estimated 3375.24s left
Finished processing 73728/565254 lines; estimated 3370.33s left
Finished processing 73984/565254 lines; estimated 3365.51s left
Finished processing 74240/565254 lines; estimated 3362.32s left
Finished processing 74496/565254 lines; estimated 3357.46s left
Finished processing 74752/565254 lines; estimated 3352.62s left
Finished processing 75008/565254 lines; estimated 3349.52s left
Finished processing 75264/565254 lines; estimated 3344.93s left
Finished processing 75520/565254 lines; estimated 3340.31s left
Finished processing 75776/565254 lines; estimated 3337.38s left
Finished processing 76032/565254 lines; estimated 3332.82s left
Finished processing 76288/565254 lines; estimated 3328.3s left
Finished processing 76544/565254 lines; estimated 3325.47s left
Finished processing 76800/565254 lines; estimated 3321.01s left
Finished processing 77056/565254 lines; estimated 3316.54s left
Finished processing 77312/565254 lines; estimated 3313.68s left
Finished processing 77568/565254 lines; estimated 3309.28s left
Finished processing 77824/565254 lines; estimated 3306.14s left
Finished processing 78080/565254 lines; estimated 3302.16s left
Finished processing 78336/565254 lines; estimated 3297.78s left
Finished processing 78592/565254 lines; estimated 3294.96s left
Finished processing 78848/565254 lines; estimated 3290.52s left
Finished processing 79104/565254 lines; estimated 3286.02s left
Finished processing 79360/565254 lines; estimated 3283.12s left
Finished processing 79616/565254 lines; estimated 3278.72s left
Finished processing 79872/565254 lines; estimated 3274.27s left
Finished processing 80128/565254 lines; estimated 3271.39s left
Finished processing 80384/565254 lines; estimated 3266.98s left
Finished processing 80640/565254 lines; estimated 3262.64s left
Finished processing 80896/565254 lines; estimated 3259.8s left
Finished processing 81152/565254 lines; estimated 3255.58s left
Finished processing 81408/565254 lines; estimated 3252.64s left
Finished processing 81664/565254 lines; estimated 3248.72s left
Finished processing 81920/565254 lines; estimated 3244.52s left
Finished processing 82176/565254 lines; estimated 3241.91s left
Finished processing 82432/565254 lines; estimated 3237.77s left
Finished processing 82688/565254 lines; estimated 3233.52s left
Finished processing 82944/565254 lines; estimated 3230.75s left
Finished processing 83200/565254 lines; estimated 3226.54s left
Finished processing 83456/565254 lines; estimated 3222.33s left
Finished processing 83712/565254 lines; estimated 3219.82s left
Finished processing 83968/565254 lines; estimated 3215.95s left
Finished processing 84224/565254 lines; estimated 3213.21s left
Finished processing 84480/565254 lines; estimated 3209.06s left
Finished processing 84736/565254 lines; estimated 3206.37s left
Finished processing 84992/565254 lines; estimated 3202.36s left
Finished processing 85248/565254 lines; estimated 3198.43s left
Finished processing 85504/565254 lines; estimated 3195.79s left
Finished processing 85760/565254 lines; estimated 3191.83s left
Finished processing 86016/565254 lines; estimated 3188.3s left
Finished processing 86272/565254 lines; estimated 3185.5s left
Finished processing 86528/565254 lines; estimated 3181.64s left
Finished processing 86784/565254 lines; estimated 3178.2s left
Finished processing 87040/565254 lines; estimated 3175.38s left
Finished processing 87296/565254 lines; estimated 3171.56s left
Finished processing 87552/565254 lines; estimated 3169.15s left
Finished processing 87808/565254 lines; estimated 3165.3s left
Finished processing 88064/565254 lines; estimated 3161.46s left
Finished processing 88320/565254 lines; estimated 3159.05s left
Finished processing 88576/565254 lines; estimated 3155.26s left
Finished processing 88832/565254 lines; estimated 3151.47s left
Finished processing 89088/565254 lines; estimated 3149.06s left
Finished processing 89344/565254 lines; estimated 3145.33s left
Finished processing 89600/565254 lines; estimated 3142.21s left
Finished processing 89856/565254 lines; estimated 3139.45s left
Finished processing 90112/565254 lines; estimated 3135.79s left
Finished processing 90368/565254 lines; estimated 3133.13s left
Finished processing 90624/565254 lines; estimated 3129.94s left
Finished processing 90880/565254 lines; estimated 3126.92s left
Finished processing 91136/565254 lines; estimated 3123.99s left
Finished processing 91392/565254 lines; estimated 3120.35s left
Finished processing 91648/565254 lines; estimated 3117.24s left
Finished processing 91904/565254 lines; estimated 3114.38s left
Finished processing 92160/565254 lines; estimated 3110.72s left
Finished processing 92416/565254 lines; estimated 3107.57s left
Finished processing 92672/565254 lines; estimated 3104.8s left
Finished processing 92928/565254 lines; estimated 3101.22s left
Finished processing 93184/565254 lines; estimated 3098.06s left
Finished processing 93440/565254 lines; estimated 3095.34s left
Finished processing 93696/565254 lines; estimated 3092.18s left
Finished processing 93952/565254 lines; estimated 3088.64s left
Finished processing 94208/565254 lines; estimated 3086.05s left
Finished processing 94464/565254 lines; estimated 3082.93s left
Finished processing 94720/565254 lines; estimated 3080.23s left
Finished processing 94976/565254 lines; estimated 3077.16s left
Finished processing 95232/565254 lines; estimated 3073.65s left
Finished processing 95488/565254 lines; estimated 3070.87s left
Finished processing 95744/565254 lines; estimated 3067.96s left
Finished processing 96000/565254 lines; estimated 3065.27s left
Finished processing 96256/565254 lines; estimated 3061.81s left
Finished processing 96512/565254 lines; estimated 3058.95s left
Finished processing 96768/565254 lines; estimated 3056.19s left
Finished processing 97024/565254 lines; estimated 3053.1s left
Finished processing 97280/565254 lines; estimated 3050.02s left
Finished processing 97536/565254 lines; estimated 3047.26s left
Finished processing 97792/565254 lines; estimated 3044.5s left
Finished processing 98048/565254 lines; estimated 3041.17s left
Finished processing 98304/565254 lines; estimated 3038.43s left
Finished processing 98560/565254 lines; estimated 3035.69s left
Finished processing 98816/565254 lines; estimated 3032.34s left
Finished processing 99072/565254 lines; estimated 3029.64s left
Finished processing 99328/565254 lines; estimated 3026.88s left
Finished processing 99584/565254 lines; estimated 3023.55s left
Finished processing 99840/565254 lines; estimated 3020.93s left
Finished processing 100096/565254 lines; estimated 3018.12s left
Finished processing 100352/565254 lines; estimated 3015.49s left
Finished processing 100608/565254 lines; estimated 3012.18s left
Finished processing 100864/565254 lines; estimated 3009.32s left
Finished processing 101120/565254 lines; estimated 3006.8s left
Finished processing 101376/565254 lines; estimated 3004.16s left
Finished processing 101632/565254 lines; estimated 3000.92s left
Finished processing 101888/565254 lines; estimated 2998.33s left
Finished processing 102144/565254 lines; estimated 2995.5s left
Finished processing 102400/565254 lines; estimated 2992.96s left
Finished processing 102656/565254 lines; estimated 2989.83s left
Finished processing 102912/565254 lines; estimated 2986.87s left
Finished processing 103168/565254 lines; estimated 2984.41s left
Finished processing 103424/565254 lines; estimated 2981.56s left
Finished processing 103680/565254 lines; estimated 2978.37s left
Finished processing 103936/565254 lines; estimated 2976.14s left
Finished processing 104192/565254 lines; estimated 2973.22s left
Finished processing 104448/565254 lines; estimated 2970.02s left
Finished processing 104704/565254 lines; estimated 2967.77s left
Finished processing 104960/565254 lines; estimated 2964.7s left
Finished processing 105216/565254 lines; estimated 2961.45s left
Finished processing 105472/565254 lines; estimated 2959.47s left
Finished processing 105728/565254 lines; estimated 2957.26s left
Finished processing 105984/565254 lines; estimated 2954.49s left
Finished processing 106240/565254 lines; estimated 2951.36s left
Finished processing 106496/565254 lines; estimated 2949.22s left
Finished processing 106752/565254 lines; estimated 2946.26s left
Finished processing 107008/565254 lines; estimated 2944.41s left
Finished processing 107264/565254 lines; estimated 2941.37s left
Finished processing 107520/565254 lines; estimated 2939.34s left
Finished processing 107776/565254 lines; estimated 2936.35s left
Finished processing 108032/565254 lines; estimated 2933.41s left
Finished processing 108288/565254 lines; estimated 2931.34s left
Finished processing 108544/565254 lines; estimated 2928.45s left
Finished processing 108800/565254 lines; estimated 2926.27s left
Finished processing 109056/565254 lines; estimated 2923.21s left
Finished processing 109312/565254 lines; estimated 2920.39s left
Finished processing 109568/565254 lines; estimated 2918.2s left
Finished processing 109824/565254 lines; estimated 2915.22s left
Finished processing 110080/565254 lines; estimated 2912.49s left
Finished processing 110336/565254 lines; estimated 2910.28s left
Finished processing 110592/565254 lines; estimated 2907.59s left
Finished processing 110848/565254 lines; estimated 2904.6s left
Finished processing 111104/565254 lines; estimated 2902.32s left
Finished processing 111360/565254 lines; estimated 2899.65s left
Finished processing 111616/565254 lines; estimated 2896.68s left
Finished processing 111872/565254 lines; estimated 2894.43s left
Finished processing 112128/565254 lines; estimated 2891.78s left
Finished processing 112384/565254 lines; estimated 2889.67s left
Finished processing 112640/565254 lines; estimated 2886.71s left
Finished processing 112896/565254 lines; estimated 2884.08s left
Finished processing 113152/565254 lines; estimated 2881.84s left
Finished processing 113408/565254 lines; estimated 2879.26s left
Finished processing 113664/565254 lines; estimated 2876.33s left
Finished processing 113920/565254 lines; estimated 2874.03s left
Finished processing 114176/565254 lines; estimated 2871.5s left
Finished processing 114432/565254 lines; estimated 2869.22s left
Finished processing 114688/565254 lines; estimated 2866.31s left
Finished processing 114944/565254 lines; estimated 2863.86s left
Finished processing 115200/565254 lines; estimated 2861.54s left
Finished processing 115456/565254 lines; estimated 2858.67s left
Finished processing 115712/565254 lines; estimated 2856.31s left
Finished processing 115968/565254 lines; estimated 2853.96s left
Finished processing 116224/565254 lines; estimated 2851.11s left
Finished processing 116480/565254 lines; estimated 2848.8s left
Finished processing 116736/565254 lines; estimated 2846.39s left
Finished processing 116992/565254 lines; estimated 2843.52s left
Finished processing 117248/565254 lines; estimated 2841.25s left
Finished processing 117504/565254 lines; estimated 2838.77s left
Finished processing 117760/565254 lines; estimated 2836.63s left
Finished processing 118016/565254 lines; estimated 2834.16s left
Finished processing 118272/565254 lines; estimated 2831.31s left
Finished processing 118528/565254 lines; estimated 2829.13s left
Finished processing 118784/565254 lines; estimated 2826.62s left
Finished processing 119040/565254 lines; estimated 2823.84s left
Finished processing 119296/565254 lines; estimated 2821.69s left
Finished processing 119552/565254 lines; estimated 2819.18s left
Finished processing 119808/565254 lines; estimated 2817.06s left
Finished processing 120064/565254 lines; estimated 2814.29s left
Finished processing 120320/565254 lines; estimated 2811.79s left
Finished processing 120576/565254 lines; estimated 2809.74s left
Finished processing 120832/565254 lines; estimated 2806.99s left
Finished processing 121088/565254 lines; estimated 2804.49s left
Finished processing 121344/565254 lines; estimated 2802.46s left
Finished processing 121600/565254 lines; estimated 2799.95s left
Finished processing 121856/565254 lines; estimated 2797.26s left
Finished processing 122112/565254 lines; estimated 2795.28s left
