#Calling Dashing2 version v2.1.5.1-7-gaf30 with command '/scratch4/blangme2/dnb/dashing2-experiments/allpairs/thresholded/dashing2 dashing2 sketch --cache -k 11 -o uniprot_sprot.fasta.gz.LSH-assisted.sketches.bin --cmpout uniprot_sprot.fasta.gz.LSH-assisted.topk.matrix -p48 -S1024 --protein14 --nLSH 3 --topk 512 --sig-ram-limit 21474836480 --parse-by-seq uniprot_sprot.fasta.gz'
Parsing amino acid sequences with 14-letter compressed alphabet.
Index building took 143.169s. KNN Generation took 32.8672s
List refinement took 13.2497s.
Emitting list took 120.043s.
#Calling Dashing2 version v2.1.5.1-7-gaf30 with command '/scratch4/blangme2/dnb/dashing2-experiments/allpairs/thresholded/dashing2 dashing2 sketch --cache -k 11 -o uniprot_sprot.fasta.gz.exact.sketches.bin --cmpout uniprot_sprot.fasta.gz.exact.topk.matrix -p48 -S1024 --protein14 --nLSH 3 --topk 512 --sig-ram-limit 21474836480 --parse-by-seq uniprot_sprot.fasta.gz'
Parsing amino acid sequences with 14-letter compressed alphabet.
Finished processing 52480/565254 lines; estimated 13333.5s left
Finished processing 52736/565254 lines; estimated 13316.6s left
Finished processing 52992/565254 lines; estimated 13310.5s left
Finished processing 53248/565254 lines; estimated 13293.8s left
Finished processing 53504/565254 lines; estimated 13277.2s left
Finished processing 53760/565254 lines; estimated 13271s left
Finished processing 54016/565254 lines; estimated 13254.1s left
Finished processing 54272/565254 lines; estimated 13244.5s left
Finished processing 54528/565254 lines; estimated 13230.8s left
Finished processing 54784/565254 lines; estimated 13217.6s left
Finished processing 55040/565254 lines; estimated 13217.9s left
Finished processing 55296/565254 lines; estimated 13218.1s left
Finished processing 55552/565254 lines; estimated 13203.4s left
Finished processing 55808/565254 lines; estimated 13188.7s left
Finished processing 56064/565254 lines; estimated 13184s left
Finished processing 56320/565254 lines; estimated 13168.7s left
Finished processing 56576/565254 lines; estimated 13153.3s left
Finished processing 56832/565254 lines; estimated 13148.1s left
Finished processing 57088/565254 lines; estimated 13132.7s left
Finished processing 57344/565254 lines; estimated 13127.3s left
Finished processing 57600/565254 lines; estimated 13111.7s left
Finished processing 57856/565254 lines; estimated 13096.1s left
Finished processing 58112/565254 lines; estimated 13090.4s left
Finished processing 58368/565254 lines; estimated 13074.8s left
Finished processing 58624/565254 lines; estimated 13063.1s left
Finished processing 58880/565254 lines; estimated 13053.4s left
Finished processing 59136/565254 lines; estimated 13037.9s left
Finished processing 59392/565254 lines; estimated 13028.5s left
Finished processing 59648/565254 lines; estimated 13016.1s left
Finished processing 59904/565254 lines; estimated 13007.3s left
Finished processing 60160/565254 lines; estimated 12994.8s left
Finished processing 60416/565254 lines; estimated 12980.3s left
Finished processing 60672/565254 lines; estimated 12972.9s left
Finished processing 60928/565254 lines; estimated 12957.4s left
Finished processing 61184/565254 lines; estimated 12948.4s left
Finished processing 61440/565254 lines; estimated 12935.7s left
Finished processing 61696/565254 lines; estimated 12920.4s left
Finished processing 61952/565254 lines; estimated 12911.9s left
Finished processing 62208/565254 lines; estimated 12899.1s left
Finished processing 62464/565254 lines; estimated 12885.3s left
Finished processing 62720/565254 lines; estimated 12876.2s left
Finished processing 62976/565254 lines; estimated 12862.7s left
Finished processing 63232/565254 lines; estimated 12854.9s left
Finished processing 63488/565254 lines; estimated 12841.8s left
Finished processing 63744/565254 lines; estimated 12830.4s left
Finished processing 64000/565254 lines; estimated 12819.6s left
Finished processing 64256/565254 lines; estimated 12806.3s left
Finished processing 64512/565254 lines; estimated 12798.1s left
Finished processing 64768/565254 lines; estimated 12785.1s left
Finished processing 65024/565254 lines; estimated 12778.6s left
Finished processing 65280/565254 lines; estimated 12766.3s left
Finished processing 65536/565254 lines; estimated 12751.8s left
Finished processing 65792/565254 lines; estimated 12744s left
Finished processing 66048/565254 lines; estimated 12731.4s left
Finished processing 66304/565254 lines; estimated 12724.1s left
Finished processing 66560/565254 lines; estimated 12711s left
Finished processing 66816/565254 lines; estimated 12696.7s left
Finished processing 67072/565254 lines; estimated 12690.1s left
Finished processing 67328/565254 lines; estimated 12676.4s left
Finished processing 67584/565254 lines; estimated 12662.3s left
Finished processing 67840/565254 lines; estimated 12656.7s left
Finished processing 68096/565254 lines; estimated 12643.1s left
Finished processing 68352/565254 lines; estimated 12637.6s left
Finished processing 68608/565254 lines; estimated 12624s left
Finished processing 68864/565254 lines; estimated 12610.7s left
Finished processing 69120/565254 lines; estimated 12605.4s left
Finished processing 69376/565254 lines; estimated 12592.2s left
Finished processing 69632/565254 lines; estimated 12578.9s left
Finished processing 69888/565254 lines; estimated 12573.4s left
Finished processing 70144/565254 lines; estimated 12565.6s left
Finished processing 70400/565254 lines; estimated 12554.7s left
Finished processing 70656/565254 lines; estimated 12541.4s left
Finished processing 70912/565254 lines; estimated 12536s left
Finished processing 71168/565254 lines; estimated 12523s left
Finished processing 71424/565254 lines; estimated 12517.6s left
Finished processing 71680/565254 lines; estimated 12504.7s left
Finished processing 71936/565254 lines; estimated 12491.7s left
Finished processing 72192/565254 lines; estimated 12486.4s left
Finished processing 72448/565254 lines; estimated 12473.5s left
Finished processing 72704/565254 lines; estimated 12461.6s left
Finished processing 72960/565254 lines; estimated 12455.4s left
Finished processing 73216/565254 lines; estimated 12442.6s left
Finished processing 73472/565254 lines; estimated 12437.3s left
Finished processing 73728/565254 lines; estimated 12424.6s left
Finished processing 73984/565254 lines; estimated 12412.1s left
Finished processing 74240/565254 lines; estimated 12407.1s left
Finished processing 74496/565254 lines; estimated 12394.7s left
Finished processing 74752/565254 lines; estimated 12382.7s left
Finished processing 75008/565254 lines; estimated 12377.9s left
Finished processing 75264/565254 lines; estimated 12367.8s left
Finished processing 75520/565254 lines; estimated 12360.6s left
Finished processing 75776/565254 lines; estimated 12348.2s left
Finished processing 76032/565254 lines; estimated 12343.2s left
Finished processing 76288/565254 lines; estimated 12331s left
Finished processing 76544/565254 lines; estimated 12319.8s left
Finished processing 76800/565254 lines; estimated 12313.8s left
Finished processing 77056/565254 lines; estimated 12301.7s left
Finished processing 77312/565254 lines; estimated 12294.6s left
Finished processing 77568/565254 lines; estimated 12284.6s left
Finished processing 77824/565254 lines; estimated 12272.5s left
Finished processing 78080/565254 lines; estimated 12267.4s left
Finished processing 78336/565254 lines; estimated 12255.3s left
Finished processing 78592/565254 lines; estimated 12243.3s left
Finished processing 78848/565254 lines; estimated 12238.2s left
Finished processing 79104/565254 lines; estimated 12226.3s left
Finished processing 79360/565254 lines; estimated 12221.3s left
Finished processing 79616/565254 lines; estimated 12209.4s left
Finished processing 79872/565254 lines; estimated 12197.6s left
Finished processing 80128/565254 lines; estimated 12192.5s left
Finished processing 80384/565254 lines; estimated 12180.7s left
Finished processing 80640/565254 lines; estimated 12175.8s left
Finished processing 80896/565254 lines; estimated 12164s left
Finished processing 81152/565254 lines; estimated 12158.9s left
Finished processing 81408/565254 lines; estimated 12147.8s left
Finished processing 81664/565254 lines; estimated 12139.7s left
Finished processing 81920/565254 lines; estimated 12139.6s left
Finished processing 82176/565254 lines; estimated 12132s left
Finished processing 82432/565254 lines; estimated 12124.5s left
Finished processing 82688/565254 lines; estimated 12124.2s left
Finished processing 82944/565254 lines; estimated 12116.3s left
Finished processing 83200/565254 lines; estimated 12108.7s left
Finished processing 83456/565254 lines; estimated 12107.7s left
Finished processing 83712/565254 lines; estimated 12100.1s left
Finished processing 83968/565254 lines; estimated 12099.7s left
Finished processing 84224/565254 lines; estimated 12094.8s left
Finished processing 84480/565254 lines; estimated 12095.5s left
Finished processing 84736/565254 lines; estimated 12085.6s left
Finished processing 84992/565254 lines; estimated 12079.4s left
Finished processing 85248/565254 lines; estimated 12079.8s left
Finished processing 85504/565254 lines; estimated 12076s left
Finished processing 85760/565254 lines; estimated 12075.9s left
Finished processing 86016/565254 lines; estimated 12075.1s left
Finished processing 86272/565254 lines; estimated 12072.3s left
Finished processing 86528/565254 lines; estimated 12071.9s left
Finished processing 86784/565254 lines; estimated 12065.9s left
Finished processing 87040/565254 lines; estimated 12060.6s left
Finished processing 87296/565254 lines; estimated 12049.4s left
Finished processing 87552/565254 lines; estimated 12044.2s left
Finished processing 87808/565254 lines; estimated 12033s left
Finished processing 88064/565254 lines; estimated 12021.9s left
Finished processing 88320/565254 lines; estimated 12016.7s left
Finished processing 88576/565254 lines; estimated 12005.6s left
Finished processing 88832/565254 lines; estimated 11994.5s left
Finished processing 89088/565254 lines; estimated 11989.3s left
Finished processing 89344/565254 lines; estimated 11978.2s left
Finished processing 89600/565254 lines; estimated 11973s left
Finished processing 89856/565254 lines; estimated 11962s left
Finished processing 90112/565254 lines; estimated 11956.8s left
Finished processing 90368/565254 lines; estimated 11945.8s left
Finished processing 90624/565254 lines; estimated 11935.2s left
Finished processing 90880/565254 lines; estimated 11930.5s left
Finished processing 91136/565254 lines; estimated 11920s left
Finished processing 91392/565254 lines; estimated 11915.2s left
Finished processing 91648/565254 lines; estimated 11904.7s left
Finished processing 91904/565254 lines; estimated 11894.1s left
Finished processing 92160/565254 lines; estimated 11889.4s left
Finished processing 92416/565254 lines; estimated 11878.8s left
Finished processing 92672/565254 lines; estimated 11868.3s left
Finished processing 92928/565254 lines; estimated 11863.5s left
Finished processing 93184/565254 lines; estimated 11853s left
Finished processing 93440/565254 lines; estimated 11845.5s left
Finished processing 93696/565254 lines; estimated 11837.6s left
Finished processing 93952/565254 lines; estimated 11830.2s left
Finished processing 94208/565254 lines; estimated 11821.7s left
Finished processing 94464/565254 lines; estimated 11816.2s left
Finished processing 94720/565254 lines; estimated 11805.7s left
Finished processing 94976/565254 lines; estimated 11800.8s left
Finished processing 95232/565254 lines; estimated 11789.8s left
Finished processing 95488/565254 lines; estimated 11784.6s left
Finished processing 95744/565254 lines; estimated 11773.9s left
Finished processing 96000/565254 lines; estimated 11768.7s left
Finished processing 96256/565254 lines; estimated 11758.1s left
Finished processing 96512/565254 lines; estimated 11747.4s left
Finished processing 96768/565254 lines; estimated 11742.2s left
Finished processing 97024/565254 lines; estimated 11731.6s left
Finished processing 97280/565254 lines; estimated 11724.8s left
Finished processing 97536/565254 lines; estimated 11718.1s left
Finished processing 97792/565254 lines; estimated 11714.1s left
Finished processing 98048/565254 lines; estimated 11705.1s left
Finished processing 98304/565254 lines; estimated 11698.4s left
Finished processing 98560/565254 lines; estimated 11689.1s left
Finished processing 98816/565254 lines; estimated 11682.1s left
Finished processing 99072/565254 lines; estimated 11671.4s left
Finished processing 99328/565254 lines; estimated 11662.3s left
Finished processing 99584/565254 lines; estimated 11655.2s left
Finished processing 99840/565254 lines; estimated 11646.6s left
Finished processing 100096/565254 lines; estimated 11639.8s left
Finished processing 100352/565254 lines; estimated 11629.2s left
Finished processing 100608/565254 lines; estimated 11620.2s left
Finished processing 100864/565254 lines; estimated 11613.1s left
Finished processing 101120/565254 lines; estimated 11602.5s left
Finished processing 101376/565254 lines; estimated 11594s left
Finished processing 101632/565254 lines; estimated 11586.4s left
Finished processing 101888/565254 lines; estimated 11575.9s left
Finished processing 102144/565254 lines; estimated 11570.4s left
Finished processing 102400/565254 lines; estimated 11560s left
Finished processing 102656/565254 lines; estimated 11552.3s left
Finished processing 102912/565254 lines; estimated 11544.3s left
Finished processing 103168/565254 lines; estimated 11534.3s left
Finished processing 103424/565254 lines; estimated 11527.5s left
Finished processing 103680/565254 lines; estimated 11519.3s left
Finished processing 103936/565254 lines; estimated 11509.2s left
Finished processing 104192/565254 lines; estimated 11502.7s left
Finished processing 104448/565254 lines; estimated 11494s left
Finished processing 104704/565254 lines; estimated 11487.8s left
Finished processing 104960/565254 lines; estimated 11479.1s left
Finished processing 105216/565254 lines; estimated 11470.7s left
Finished processing 105472/565254 lines; estimated 11463.8s left
Finished processing 105728/565254 lines; estimated 11454s left
Finished processing 105984/565254 lines; estimated 11446.4s left
Finished processing 106240/565254 lines; estimated 11438.4s left
Finished processing 106496/565254 lines; estimated 11431.2s left
Finished processing 106752/565254 lines; estimated 11422.9s left
Finished processing 107008/565254 lines; estimated 11413.2s left
Finished processing 107264/565254 lines; estimated 11405.7s left
Finished processing 107520/565254 lines; estimated 11397.4s left
Finished processing 107776/565254 lines; estimated 11387.9s left
Finished processing 108032/565254 lines; estimated 11381s left
Finished processing 108288/565254 lines; estimated 11372.7s left
Finished processing 108544/565254 lines; estimated 11365.2s left
Finished processing 108800/565254 lines; estimated 11358.4s left
Finished processing 109056/565254 lines; estimated 11348.4s left
Finished processing 109312/565254 lines; estimated 11340s left
Finished processing 109568/565254 lines; estimated 11333s left
Finished processing 109824/565254 lines; estimated 11323.3s left
Finished processing 110080/565254 lines; estimated 11315.5s left
Finished processing 110336/565254 lines; estimated 11309.2s left
Finished processing 110592/565254 lines; estimated 11300.8s left
Finished processing 110848/565254 lines; estimated 11294.2s left
Finished processing 111104/565254 lines; estimated 11284.4s left
Finished processing 111360/565254 lines; estimated 11279.1s left
Finished processing 111616/565254 lines; estimated 11269.3s left
Finished processing 111872/565254 lines; estimated 11261.5s left
Finished processing 112128/565254 lines; estimated 11254.1s left
Finished processing 112384/565254 lines; estimated 11244.2s left
Finished processing 112640/565254 lines; estimated 11236.8s left
Finished processing 112896/565254 lines; estimated 11228.9s left
Finished processing 113152/565254 lines; estimated 11219.1s left
Finished processing 113408/565254 lines; estimated 11212.1s left
Finished processing 113664/565254 lines; estimated 11204s left
Finished processing 113920/565254 lines; estimated 11197.1s left
Finished processing 114176/565254 lines; estimated 11189s left
Finished processing 114432/565254 lines; estimated 11179.2s left
Finished processing 114688/565254 lines; estimated 11172.3s left
Finished processing 114944/565254 lines; estimated 11164.1s left
Finished processing 115200/565254 lines; estimated 11154.5s left
Finished processing 115456/565254 lines; estimated 11150.3s left
Finished processing 115712/565254 lines; estimated 11140.9s left
Finished processing 115968/565254 lines; estimated 11134.1s left
Finished processing 116224/565254 lines; estimated 11125.9s left
Finished processing 116480/565254 lines; estimated 11116.3s left
Finished processing 116736/565254 lines; estimated 11110.9s left
Finished processing 116992/565254 lines; estimated 11101.3s left
Finished processing 117248/565254 lines; estimated 11095.1s left
