HLL	8	1048576	0	0.00502524122212	0.00502524122212	16787738170681256971
CSSDouble	8	1048576	0.015625	0.00502524122212	-0.0105997587779	16787738170681256971
CSSu16	8	1048576	0.0154759966161	0.00502524122212	-0.010450755394	16787738170681256971
CSSu8	8	1048576	0.0131600063142	0.00502524122212	-0.00813476509207	16787738170681256971
CSSu4	8	1048576	0	0.00502524122212	0.00502524122212	16787738170681256971
HLL	9	1048576	0	0.00502524122212	0.00502524122212	16787738170681256971
CSSDouble	9	1048576	0.0078125	0.00502524122212	-0.00278725877788	16787738170681256971
CSSu16	9	1048576	0.00766263639149	0.00502524122212	-0.00263739516937	16787738170681256971
CSSu8	9	1048576	0.0090948454836	0.00502524122212	-0.00406960426148	16787738170681256971
CSSu4	9	1048576	0.00855920548622	0.00502524122212	-0.0035339642641	16787738170681256971
HLL	10	1048576	0	0.00502524122212	0.00502524122212	16787738170681256971
CSSDouble	10	1048576	0.0068359375	0.00502524122212	-0.00181069627788	16787738170681256971
CSSu16	10	1048576	0.00668599639548	0.00502524122212	-0.00166075517336	16787738170681256971
CSSu8	10	1048576	0.00909095862723	0.00502524122212	-0.00406571740511	16787738170681256971
CSSu4	10	1048576	0.00319064429579	0.00502524122212	0.00183459692633	16787738170681256971
HLL	11	1048576	0	0.00502524122212	0.00502524122212	16787738170681256971
CSSDouble	11	1048576	0.005859375	0.00502524122212	-0.000834133777878	16787738170681256971
CSSu16	11	1048576	0.00570944234762	0.00502524122212	-0.000684201125501	16787738170681256971
CSSu8	11	1048576	0.00811479074101	0.00502524122212	-0.00308954951889	16787738170681256971
CSSu4	11	1048576	0.000545077077575	0.00502524122212	0.00448016414455	16787738170681256971
HLL	12	1048576	0	0.00502524122212	0.00502524122212	16787738170681256971
CSSDouble	12	1048576	0.005615234375	0.00502524122212	-0.000589993152878	16787738170681256971
CSSu16	12	1048576	0.00595357083112	0.00502524122212	-0.000928329608994	16787738170681256971
CSSu8	12	1048576	0.00688897835518	0.00502524122212	-0.00186373713305	16787738170681256971
CSSu4	12	1048576	0.00371643751753	0.00502524122212	0.00130880370459	16787738170681256971
HLL	14	1048576	0.00829494534032	0.00502524122212	-0.00326970411819	16787738170681256971
CSSDouble	14	1048576	0.00494384765625	0.00502524122212	8.13935658718e-05	16787738170681256971
CSSu16	14	1048576	0.00503803738413	0.00502524122212	-1.27961620049e-05	16787738170681256971
CSSu8	14	1048576	0.00487172099777	0.00502524122212	0.000153520224348	16787738170681256971
CSSu4	14	1048576	0.000207675919673	0.00502524122212	0.00481756530245	16787738170681256971
HLL	8	1048576	0	0.0101012436301	0.0101012436301	16787738170681256971
CSSDouble	8	1048576	0.01953125	0.0101012436301	-0.00943000636987	16787738170681256971
CSSu16	8	1048576	0.0193821779142	0.0101012436301	-0.0092809342841	16787738170681256971
CSSu8	8	1048576	0.0170573282612	0.0101012436301	-0.00695608463108	16787738170681256971
CSSu4	8	1048576	5.55111512313e-17	0.0101012436301	0.0101012436301	16787738170681256971
HLL	9	1048576	0	0.0101012436301	0.0101012436301	16787738170681256971
CSSDouble	9	1048576	0.01171875	0.0101012436301	-0.00161750636987	16787738170681256971
CSSu16	9	1048576	0.0115688977737	0.0101012436301	-0.00146765414358	16787738170681256971
CSSu8	9	1048576	0.0130068925565	0.0101012436301	-0.00290564892638	16787738170681256971
CSSu4	9	1048576	0.0128065406337	0.0101012436301	-0.00270529700356	16787738170681256971
HLL	10	1048576	0.00375076517456	0.0101012436301	0.00635047845557	16787738170681256971
CSSDouble	10	1048576	0.01171875	0.0101012436301	-0.00161750636987	16787738170681256971
CSSu16	10	1048576	0.0115688176888	0.0101012436301	-0.00146757405868	16787738170681256971
CSSu8	10	1048576	0.0139798700489	0.0101012436301	-0.00387862641881	16787738170681256971
CSSu4	10	1048576	0.00635896015278	0.0101012436301	0.00374228347734	16787738170681256971
HLL	11	1048576	0	0.0101012436301	0.0101012436301	16787738170681256971
CSSDouble	11	1048576	0.009765625	0.0101012436301	0.000335618630128	16787738170681256971
CSSu16	11	1048576	0.00961569843844	0.0101012436301	0.000485545191688	16787738170681256971
CSSu8	11	1048576	0.0120260150419	0.0101012436301	-0.0019247714118	16787738170681256971
CSSu4	11	1048576	0.00531190855403	0.0101012436301	0.0047893350761	16787738170681256971
HLL	12	1048576	0	0.0101012436301	0.0101012436301	16787738170681256971
CSSDouble	12	1048576	0.0107421875	0.0101012436301	-0.000640943869872	16787738170681256971
CSSu16	12	1048576	0.0110805337647	0.0101012436301	-0.000979290134588	16787738170681256971
