##Options: Namespace(executable='dashing2', fnames='archfun.txt', k=[31], nrepeat=1, nthreads=[1], only_cssize=None, only_type=None, pmhbbitsigs=False, sketchsize=[1024, 2048, 4096])
##Results for archfun.txt
#Method	k	NumReg	RegisterSize	NumThreads	SketchTime	DistanceTime
Mash	31	1024	8	1	510.7738826824352	7.555096974596381
Bindash-8	31	1024	8	1	864.9410552075133	0.27245376631617546
Bindash-4	31	1024	4	1	863.8458200264722	0.2737895930185914
Bindash-2	31	1024	2	1	862.9936269922182	0.1820452520623803
Bindash-1	31	1024	1	1	869.0943016940728	0.2862039636820555
Bindash-0.5	31	1024	0.5	1	868.7861254317686	0.3071172283962369
Dashing1-bin	31	1024	1	1	213.0464532803744	0.924600338563323
Dashing1-txt	31	1024	1	1	199.80166027136147	1.0012166984379292
D2OP-bin-8	31	1024	8	1	333.9898818610236	0.442520379088819
D2OP-bin-4	31	1024	4	1	322.01708067394793	0.8594036791473627
D2OP-bin-2	31	1024	2	1	321.59555730968714	0.7594595653936267
D2OP-bin-1	31	1024	1	1	321.20640252903104	0.7236750070005655
D2OP-bin-0.5	31	1024	0.5	1	324.275296873413	0.695443076081574
D2OP-txt-8	31	1024	8	1	322.4589128512889	0.46895062923431396
D2OP-txt-4	31	1024	4	1	327.5273621622473	0.8745369166135788
D2OP-txt-2	31	1024	2	1	326.92073684744537	0.8742614388465881
D2OP-txt-1	31	1024	1	1	321.6244989018887	0.7361331945285201
D2OP-txt-0.5	31	1024	0.5	1	323.7314967000857	0.7529414184391499
D2FSS-bin-8	31	1024	8	1	405.850620219484	0.4656261494383216
D2FSS-bin-4	31	1024	4	1	393.2116336338222	0.6819661380723119
D2FSS-bin-2	31	1024	2	1	385.53928430750966	0.9287117095664144
D2FSS-bin-1	31	1024	1	1	388.2049093004316	0.6945550898090005
D2FSS-bin-0.5	31	1024	0.5	1	387.60072706919163	0.7259368244558573
D2FSS-txt-8	31	1024	8	1	383.5249058306217	0.46963627729564905
D2FSS-txt-4	31	1024	4	1	384.2919636014849	0.9706862233579159
D2FSS-txt-2	31	1024	2	1	386.1545897452161	0.8010537950322032
