##Options: Namespace(fnames='sampled_fns.txt', k=['31'], nrepeat=2, nthreads=['268'], sketchsize=['16384'])
##Results for sampled_fns.txt
#Method	k	NumReg	RegisterSize	NumThreads	SketchTime	DistanceTime
PMH-bin-8-500000	31	16384	8	268	1220.2350230067968	569.1884641963989
PMH-bin-8-2500000	31	16384	8	268	1366.2170354593545	569.4740051645786
PMH-bin-8-10000000	31	16384	8	268	1439.3943543117493	571.9310188442469
PMH-bin-4-500000	31	16384	4	268	1214.3304292913526	236.25071597471833
PMH-bin-4-2500000	31	16384	4	268	1358.8238658402115	237.48437683843076
PMH-bin-4-10000000	31	16384	4	268	1444.7754219230264	242.97349252551794
PMH-bin-2-500000	31	16384	2	268	1204.978057121858	80.82802875712514
PMH-bin-2-2500000	31	16384	2	268	1363.4871664084494	78.83763049915433
PMH-bin-2-10000000	31	16384	2	268	1452.167332848534	83.02367629855871
PMH-bin-1-500000	31	16384	1	268	1202.6708266492933	44.06750964559615
PMH-bin-1-2500000	31	16384	1	268	1369.0808135345578	44.580142149701715
PMH-bin-1-10000000	31	16384	1	268	1452.3345976956189	47.20246101729572
PMH-bin-0.5-500000	31	16384	0.5	268	1200.796162724495	42.55627011321485
PMH-bin-0.5-2500000	31	16384	0.5	268	1371.930123411119	42.86818413250148
PMH-bin-0.5-10000000	31	16384	0.5	268	1448.0853189025074	43.82516445033252
