##Options: Namespace(fnames='fns.txt', k=['31'], nrepeat=3, nthreads=['96'], sketchsize=['4096'])
##Results for fns.txt
#Method	k	NumReg	RegisterSize	NumThreads	SketchTime	DistanceTime
PMH-bin-8-500000	31	4096	8	96	1609.2456528320909	546.974156588316
PMH-bin-8-2500000	31	4096	8	96	2460.220803283155	558.4424800910056
PMH-bin-8-10000000	31	4096	8	96	3310.721798952669	1804.0117786638439
PMH-bin-4-500000	31	4096	4	96	1770.04905757308	1443.3096426278353
PMH-bin-4-2500000	31	4096	4	96	2929.8678867928684	2113.9269381836057
PMH-bin-4-10000000	31	4096	4	96	3389.860682900995	1562.7016227766871
PMH-bin-2-500000	31	4096	2	96	2128.7517128773034	504.753020260483
PMH-bin-2-2500000	31	4096	2	96	2784.9575285091996	661.4013037905097
PMH-bin-2-10000000	31	4096	2	96	3148.7824466861784	693.3679596483707
PMH-bin-1-500000	31	4096	1	96	2107.2257272452116	395.9546732008457
PMH-bin-1-2500000	31	4096	1	96	2427.889700949192	430.7522290498018
PMH-bin-1-10000000	31	4096	1	96	2872.400155991316	464.4800077714026
PMH-bin-0.5-500000	31	4096	0.5	96	1576.3876756951213	288.3649930693209
PMH-bin-0.5-2500000	31	4096	0.5	96	2375.37716178596	311.0208652764559
PMH-bin-0.5-10000000	31	4096	0.5	96	3348.53426573053	299.1684160903096
PMH-txt-8-500000	31	4096	8	96	2524.202482510358	2108.8713611215353
